yai sab ko chawal vi band karya di fata fat,sarcastic
Congress Congress smiling_face_with_heart-eyes Rahul Gandhi red_heart,non-sarcastic
Dhruv Rathee cross_mark Aam admi party worker check_mark_button,non_sarcastic
शिव उर्फ लिंग और लिंग पर कंडोम का उपयोग होता है face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
admin cross_mark khud ki ma ka choda check_mark_button,sarcastic
elvish ke wqt muh bnd tha sbka,non-sarcastic
"Finally Goa tickets booked, ab bas zindagi ko slow-motion mein enjoy karna hai. 🏖️✈️",non_sarcastic
"Kids Trying To Defend Kejrubaal,,,,By Blaming That B.J.P has Arrested Him ,,, Beside Knowing That He Is a Corrupted Politician that's Why He Is In Jail,,& Kids Should Be Happy.,,,,But Today's Gen-Z Gaanduuu Generation Kids Are Just Dumb! clown_face banana",sarcastic
no never ag laga do waqf ko,non-sarcastic
face_with_tears_of_joy Only BJP orange_heart triangular_flag trident_emblem,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy khatakhat ghar jaao .,sarcastic
Nahi Milega cross_mark cross_mark cross_mark rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clapping_hands clapping_hands clapping_hands,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
And still they say they respect women. Give equality to their 4 wives.,non-sarcastic
isake lie hee to 405 chaahie jitanaa bhee aapa borda kaa jo sanpatti hai jo neharoo sooara ne de diyaa thaa vaha saba bhaarata gavarnamenta ke andara men aanaa chaahie hindustaana ke andara men aanaa chaahie vaha gavarnamenta ke andara jo baabaa bheemaraava anbedakara ne jo sanvidhaana banaayaa hai usake andara men aanaa chaahie kyonki vaha usake baapa kaa sanpatti naheen hai vaha hama loga bhaarata desha kee sanpatti hai to bhaarata desha kee sanpatti kisake andara men honee chaahie bhaarata sarakaara ke andara men hone chaahie to jo neharoo ne galatee kee hai usako aba modee jee sudharenge 400 para aaegaa taba,sarcastic
"everything is fine, but ye fair nhi hai yr mere hisaab se",non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kisi ne notice kiya sari aurte musalman hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
tu sali jan bujhh kiya tha lekin video ke bahana se aise kiya rolling_on_the_floor_laughing,sarcastic
ha ham hindu or hmne hindu ko hi vote diya dhongi baba ko nhi,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face crying_face red_heart crying_face crying_face red_heart,non-sarcastic
Scam किया खटा खट खटा खट। check_mark_button,sarcastic
yeh bakwas kr raha ha randi ka islam ko badname kr dia enraged_face enraged_face enraged_face,non-sarcastic
"heelaa akadaa ba.davaa, jityaachee jiravalee aataa hichee jiravaa face_with_tears_of_joy",non-sarcastic
Q ke Dhruv rathi m c#od ha,non-sarcastic
bhauji is ka bhi khuch dekna after 6 june.,non-sarcastic
jli na tumhri bhi jli na face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
milegaa aapa logon ko khataakhata khataakhata,sarcastic
bangladesh is not for beginners skull skull,non-sarcastic
kaasha teraa baapa usa dina kandoma lagaake soyaa hotaa to teree jaisee paidaa naheen hotee middle_finger middle_finger,sarcastic
Ab kaha chale Gaye padhe likhe educated lund clown_face ??,sarcastic
Bharat desh ko dushman ki jarurat nai he apne hi desh me bahot he aur rahi bat babri ki to vo mandir todke banaya tha and ye hum hamari pedhiyo ko batayenge Jay Shree Ram folded_hands_light_skin_tone triangular_flag,non-sarcastic
teri bahan ka fadu teri eendia daba rakha tune bahan,sarcastic
"eat 5 star dar ki cha ki mu, do nothing skull",non-sarcastic
check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Dhruv Rathee exposed by ExMuslim Sahil Channel with Facts check_mark_button,sarcastic
Garmi sar pe Chad gyi hai loudiya ke face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
clapping_hands clapping_hands sarkar kanun himat nai ruk nai sakte... clapping_hands clapping_hands,sarcastic
pahle jihadiyo ki shakl aur soch dekho fire fire,sarcastic
"‘Organic’ labels dekhke khareeda, 🥑 #HealthyLife chahiye tha, c#@$%a pesticides mila!",sarcastic
ye bhi godi media ki chal hai check_mark_button,non-sarcastic
Transliterated_Comment,sarcasm_label
aab yeh bhi uth k a gyi fame do bhai,sarcastic
Do nothing >< Dar ke aage jeet hai check_mark_button,non-sarcastic
oop me bjp jaha se jiti hai woh ache hai jaha se hati hai waha dogle se bhi bada param dogla hai khaskar ayodhya to maha dogla hai,sarcastic
layki ahe ka ichi rama badla bolichi,non-sarcastic
ha bhai jis aurangya ne unke 2bacho ko zinda gad diya aur hamare dharmveer chatrapati sambhaji maharaj ko tadpa tadpa ke mara aj ka din mas balidan din hamare chatrapati sambhaji maharaj ka crying_face crying_face,non-sarcastic
aagar aaisa hi chalta rha to inki jansankhya bahot ho jayegi aur hame khatra hoga inse sochna padega hume,non-sarcastic
Congress supporters bevkuf madrasa chap madarchot.....,sarcastic
Eat 5 star do nothing............ Mountain Dew 'dar ke aage maut hai ' face_with_tears_of_joy,sarcastic
bharat nata jindabad eendia check_mark_button crying_face,sarcastic
Par sarkar bani kaha rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
चावट तुझा हात कुठं जातं आहे face_with_tears_of_joy beaming_face_with_smiling_eyes,non-sarcastic
aary bechara khushi manara h kuch b bore tm bhaijan,sarcastic
shi bat h itna hi shree ram k ana ka itni khushi to ye congress wale pehle kyu nahi bole k ye cheez galt h use shi kro or balki ulta in logo ram mandir k khilaf ladai krne k liye log jaye h srm bhi nahi ati dhongi log,non-sarcastic
5star + mountain dew = desi daru,non-sarcastic
ise chunav ka ticket nhi jel ki ticket milni chahiye,sarcastic
Are unhone bola tha July main phle Unka video to Dekho fir bolo,non-sarcastic
nunna jit gya to gand jali to isme ham kya kre,sarcastic
tumhare video ne sabko jaga diya,sarcastic
Aur lgao gao me tower aur do sabko 1000 per month face_with_tears_of_joy,sarcastic
pappu kaha tak pura kare vada janta itne bhikmaigi hai..jara sa bada hua nhi pahuch gai,sarcastic
"Local park ban gaya, ab toh subah workout pakka! 🌳",non_sarcastic
bro rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing wakeuo,non-sarcastic
India India India India India India India India check_mark_button enraged_face enraged_face enraged_face,non-sarcastic
karara jawab milega.. karara jawab milega..,non_sarcastic
Ladies be like la paisa la face_with_tears_of_joy,sarcastic
I'm sure he dipped the chocolate in mountain dew to get this high double_exclamation_mark,sarcastic
dhruv rather ki ma ka bhosda,sarcastic
Why Modi is talking about this,non-sarcastic
kabhi greater noida ao darling yeh danda tumhare pichawade me ghusa kar muh se nikal denge heejde khade hai sare,sarcastic
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
kaayade se dekho gayaa kauna hai lene,sarcastic
Karma will speak one day fire raising_hands,non-sarcastic
ye bhi bolio ki pehle tumhare qaum ke gadhe ghatiya gira hua babr ne mandir todke masjid bnaya isliye to hinduo ne apni jgha wapas leli bss boldio,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
je koi panjabi munda hunda ehdi behan di lun de deni c face_with_tears_of_joy raising_hands,sarcastic
#rahulgandhi ji #namonitish ne corruption ke against jake dhoka diya ya apne corruption ke sath rahkar janta ko 0 #biharwithtejashwi,sarcastic
Mountain dew dar ki ma ki chut skull fire rolling_on_the_floor_laughing,non-sarcastic
Lelo ab khata khat khata khat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,sarcastic
aab do 1 lakh bap ke ghar se lake dono milkar sehjade aur nawabjade,non-sarcastic
I am a Sikh from Punjab India . I really want my state to get its due rights and powers but this is very wrong and I don’t appreciate this act at all folded_hands_light_skin_tone,non-sarcastic
मज़ा आया लालची लोगों beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,sarcastic
Congress ferrari bhe baat sakti hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
to sarkar bani hi kaha hai jo pahonch gaye lene,sarcastic
big fan bro apki har video par gali deta hu middle_finger,sarcastic
Jai Shree Ram red_heart red_heart red_heart,non-sarcastic
Wafq Board? cross_mark Wtf Board check_mark_button,non-sarcastic
Rahul Gandhi ne chutiya banya tumko face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
"sath me kashi aur nathura ke be bta ke jana,",sarcastic
Papa ne Diwali bonus diya—shopping spree time! 🛍️ #DaughterPrivilege,non_sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
aaha hy me hindu hu triangular_flag,non-sarcastic
"ye sikha nahee haraama ke pille hai,, jo apane vaaheguru ko bhoola gae unhen baalako kee kurbaanee bhoola gae,,,",non-sarcastic
कोंग्रेस पैसा समेट कर इटली भाग गई face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
labde ke bhic me ga**d dene aya..gana to tu uske liye banaya tha face_with_tears_of_joy,sarcastic
Abe tu chal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aur yeh sab mat kar,sarcastic
bahut log hai jo apse bat karna chahte hai..plzzzzzz dn't brk thr hearts sir plzzzz,sarcastic
My anxiety up_arrow up-right_arrow right_arrow down-right_arrow down_arrow down-left_arrow left_arrow up-left_arrow clockwise_vertical_arrows counterclockwise_arrows_button,non-sarcastic
bhai bata do inko ab acche se angry_face,sarcastic
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic
aaare ai ghale tula jari tari laj vatu de barachi avlad ahe tuzi,sarcastic
कांग्रेस के तलवे चाटने वालो के साथ ऐसा ही होना है rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
wahh usne apni bat rkhdi to atankwadi....,sarcastic
eenki maka bhosda bc k bache inki ma behen ko chode the kya eendia vale,sarcastic
Asududdin Owaesi Sahab Jindabad crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords crossed_swords,sarcastic
Ma'am ke boche daba diye aapne to face_with_tears_of_joy,sarcastic
hyaa gavasaalee maaga kashaalaa laagataa kashaalaa eelaa bhaava detaa...,non-sarcastic
oop wale to hijde nikle mc,sarcastic
naye india ke naye report cards,sarcastic
sutiya jarmana sepharda apanaa gyaana kahi aura baatanaa yahaan para hai tere chaachaa sudhaanshu trivedee sahee gyaana dene vale,non-sarcastic
are hyaa bhesaadee laan taakanan hindoo che lavade,sarcastic
kandoma phaatoona jhaalelee aaoolaada aahe hee,non-sarcastic
"aauro do pappu gang ko vote , pappu ne dogle hindu or khangresi walo ko pappu bana diya face_with_tears_of_joy",sarcastic
aapne bap se bhi aise bat karta hoga..,sarcastic
"Team meeting mein presentation diya, sab bole wah, chutiya log ke wah! 😂",sarcastic
Ye Bangladesh Bangladesh nahi hai slightly_smiling_face thumbs_up,non_sarcastic
bechare ko dukh hua hai role thoda face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Munawar Farooq se log to chal rahe hain news Wale Bhi Aaj Tak Wale Bhi chal rahe hain ise not fair fire fire fire fire,non-sarcastic
uddhava puchee chaata hichee.. maadarachodaa.. aavara hilaa naahee tara maarasheela too hichyaa mule,sarcastic
Chamcho kha gye tum chutiyo face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
"𝙱𝚑𝚊𝚔 𝚋𝚞𝚍𝚋𝚊𝚔,.... grinning_face_with_big_eyes 𝚃𝚖 𝚕𝚘𝚐 𝚋𝚘𝚕𝚘 𝙹𝚊𝚢 𝚂𝚑𝚛𝚎𝚎 𝚁𝙰𝙼 triangular_flag",non-sarcastic
tevhaa je raakshasa maarale naa tyaa paikee ekaanee janma ghetalaa asela nako tithan aaee ghaalata asataata ase loka .,non-sarcastic
Jai Shri ram red_heart red_heart red_heart red_heart,non-sarcastic
nodi ke 15 lakh khaha gaye,sarcastic
tilaa bolaayacha tara samora jaaoona bolaa tu saaga uddhava thaakare laa hilaa pakshaata nako gheoo june video paathaoona kaaya daakhavaayacha tujhyaa dama aahe tara tu bola samora jaaoona,sarcastic
Transliterated_Comment,sarcasm_label
Tattoo kidhar hath kidhar face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
tumhara plan concept art se aage nahi badhta,sarcastic
Gravity ki MKC tu bacha bacha,sarcastic
થોળા સબ્ર કરો તુમ્હે દેંગે જરૂર તુમ્હારે દોનોં હાથો મેં રાહુલ ગાંધી. પૈસે,sarcastic
Accha hai main mp se hu or mera vote modi ji ko gaya hai red_heart,non-sarcastic
"Arre,bhai,hair cut krlo...same dikh rhe ho dono face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic
"Good Job Police , What he did was Wrong thumbs_up",non-sarcastic
gareebo ki sahayta cross_mark_button musalmano ki sahayta check_mark_button,sarcastic
lagta ha inko khud he nahi pata kitne hai,sarcastic
Mar ki maa ki c..t + bde aaram se face_with_tears_of_joy,non-sarcastic
ye to modi birodhi ko chup krane wala reel hai skull skull,sarcastic
kattar Hindu nhi andhbhakti bolte hai ise face_with_tears_of_joy Jay shree Ram triangular_flag,sarcastic
Kidney me heart attack aa gaya ye dekh ke crying_face slightly_smiling_face,non-sarcastic
ye to kisi bhut ka land lagta he face_with_tears_of_joy,non-sarcastic
yahee hai hamaare desha kaa haala 8500 ke lie bhaarata desha ko becha diyaa vo to hamaare modee jee hain jo indiyaa aaja bachaa huaa hai,sarcastic
bhn k lode katwe kat k fenk denge bc tujhe suar,sarcastic
Yeha to modi chamche hai une sacchai pasnd nahi hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Hindu Dharm se Love karte ho to naam change kardo Jay shree Ram triangular_flag,sarcastic
Druv rathi biggest scammer clown_face enraged_face face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
Saala ye samaj me nhi aa rha h ki har baar sem kaach kese aa rha h niche girte time face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
पंटुया मिलेगा rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
I love you behan tum log Ke liye main mafi mangta hun jo bhi hai video banaya na kisi itna Maro na mo per bolane alava Shabd nahin Jana chahie tha face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
jaya shree raama jaya shree krrishna nodi nodi nodi,non-sarcastic
"Twitter pe sab experts hai, s#!* ka bhi detailed analysis kar sakte hain log.🤦‍♂️🐦",sarcastic
Pagal ho gaya maulbi beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,non-sarcastic
Bhai up bale dogle likal gaye crying_face,non-sarcastic
Aren't they like a virus and that also spreads like this thinking_face thinking_face,non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing वाह क्या सोच हैं रे 'तेरी,sarcastic
na ki gali di utneee meee inkooo dafan kardeta bad m chahe jo ho,non-sarcastic
kya mai apne muslim dost ko tag kr sakta hu kya ?koi vivad toh nahi hoga nah face_with_tears_of_joy,sarcastic
ek bar aur gandhi parivar ko mauka diya jaye sale hindustan sari jameen abhi waqt board ke nam kar di jayegi triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic
please look into the matter & do the needful.... face_with_tears_of_joy,non-sarcastic
maauntena dyoo dara kee maan kee choota.......... face_with_tears_of_joy,non-sarcastic
enhone vot diya he pappu ko to enhe eenka hak milna chahiye vot manga bhi yahi kehkar ab de enko pesa,sarcastic
crying_face crying_face crying_face crying_face it's so sad to watch.,non-sarcastic
tuja gandit ardha bula takla hota mhnun hi as bolti,non-sarcastic
cross_mark cross_mark cross_mark cross_mark cross_mark triangular_flag triangular_flag triangular_flag triangular_flag check_mark_button,non-sarcastic
pak out ho chuka hai aus r kiwi se jeetna namomkin,non_sarcastic
"""Bhagwan ke bharose mat baithiye, kya pata bhagwan hamare bharose baitha ho."" Faith doesn't, Manjhi moves mountains.",sarcastic
hichyaa aaeechee bhoka aaeeghaalee ilaa paathavaa tikade paakistaana laa madorchod salee,non-sarcastic
ina saalo ko meediyaa me kauna bhartee kartaa hai yaara aise loga desha ko bechate hai,sarcastic
Bhaii dhruv ne sitting chief minister bola hai yawning_face yawning_face [ gawaron ko English hi nahi ati hai ] face_with_tears_of_joy,sarcastic
Thy are doing brand promotion face_with_crossed-out_eyes,non-sarcastic
Allah hu akbar green_heart green_heart green_heart fire fire fire fire smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic
red_heart respect for Ma'am India Mera bharat mahan,non-sarcastic
eeska dna dnaa check karna chiye,non-sarcastic
Khalistani are german shepherd grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes,non-sarcastic
Bhabhiji kuchbhi thinking_face thinking_face thinking_face thinking_face face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic
eesee ko kahate h pyar m dhokha,non-sarcastic
abba chamache nahee bolenge dhruva raathee deshabhakta hai face_with_tears_of_joy,sarcastic
Mountain dew डर की maa ki chut rolling_on_the_floor_laughing,non-sarcastic
Lauda Lelo mera face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Yeh sab dekhne kay baad newton gravity cross_mark kay sath kon mein chudne chala gaya loudly_crying_face check_mark_button,sarcastic
Vada to Modi ji ne bhi kiya tha vah kyon nahin batate ho aap face_with_tears_of_joy face_with_tears_of_joy,sarcastic
https://www.instagram.com/reel/c7ymh6rs3ge/?igsh=ntrucnvwngrmbg4xoq== ye video sunlo sara proud wala bhoot utar jayega,sarcastic
समोर बसलेले हे ऐकून घेणारे कित्ती मूर्ख लोक असतील face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth sheeeeeeee खुप संताप होतो असल्या लोकांना पाहिलं की . face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth,sarcastic
aagar tum log eendia mein aisa karte na hamare tirange ka apman to vah din tumhara aaakhri hota khali sthan murdabad murdabad hamara hindustan jindabad jindabad eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic
Kisi ne notice kiya sari aurte musalman hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
sharjeel notey kaddu ms talent bhi nahi hai,sarcastic
That's why women lives longer than men face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Marana hai kya be ( Jay shree ram folded_hands ),non-sarcastic
Places of worship act should repel,non-sarcastic
salute madam cross_mark oh sorry salute aunty face_with_tears_of_joy face_with_tears_of_joy check_mark_button,non-sarcastic
Real cross_mark TV serial grinning_face_with_sweat grinning_face_with_sweat,non-sarcastic
grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
aare tumhara babar oozbekistan me paida huwa tha na ki ayudha me,non-sarcastic
Sir aap aise ****yio ko apne show me bulate hi kyu ho…,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
kejariwal ka beta madh*rch*od face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
RT : 2 - with Kenny bates action producer and Nirav shah DOP at Nehru stadium Delhi .,non_sarcastic
"@Kunal finally home workout routine bana liya hai maine, motivated AF! 💪🏋️‍♂️ #FitnessGoals",non_sarcastic
moai moai moai moai moai moai,non-sarcastic
ek bar mil jae ye bs phir google bhe na khoj paega esko aisa gayab krunga,non-sarcastic
"tum logto ye bhi nahi keh sakte ke ispe ram jee ki kirpa rahi hogi isliye jitgaya , bolo",sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy cross_mark or dalo vote congress,sarcastic
sahi bat to hai dena chahie khatakhat paise ladisso ko kyon nahin de rahe hain rahul ji ko dena chahie,sarcastic
Transliterated_Comment,sarcasm_label
Gravity is crying in the corner loudly_crying_face broken_heart,non-sarcastic
Ya madarchod Indian media bsdk face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic
I love you Rahul Gandhi face_blowing_a_kiss smiling_face_with_heart-eyes star-struck face_blowing_a_kiss,non-sarcastic
hama kaba taka isa apamaana ko sahenge bhaaee,non-sarcastic
tumhare har plan mein twist zaroor hota hai,sarcastic
Newton in comma for gravity rolling_on_the_floor_laughing,non-sarcastic
Hicha tondat dya re face_with_symbols_on_mouth face_with_symbols_on_mouth enraged_face enraged_face,sarcastic
bhi log report kardo ee'd ko om om om om,non-sarcastic
khata khat itley se paisa ayega rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic
socho agar yahi ...kam ladki ke hoti ...to admi chor deta aur ladki sorry bol k kat leti,non-sarcastic
Khena kya chate hee aap grinning_face_with_sweat,non-sarcastic
2 in 1 hai,non_sarcastic
Up wale ab kahenga Dogle hai humlog kahenga face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
newton ne dekh liya hota to yahi bolta..uss rat apun 2 baje tak piya face_with_tears_of_joy,sarcastic
Jai shree ram red_heart red_heart check_mark_button,non-sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
"ye saare parivaara vaadi netaa, inadeegaanthabana-dhana, bahuta dhoortataa se aise ba.de ba.de, jhoothe bhaaree vaayade, jo asanbhava hai isalie kara rahe hai, kyonki inako pataa hai ki sarakaara to modee kee hogee, inakee sarakaara naheen hai bola kara pallaa jhaa.da lenge, isalie to ba.de ba.de, jhoothe vaayade janataa ke dimaagon men bhara do aura janataa ko gumaraaha karake shaaheenabaaga / kisaana aandolana kee taraha kaee naye naye aandolana paidaa karake modee va bhaajapaa sarakaara ke liye samasyaa khadee kara saken, aura bhaarata desha ke andara araajakataa phailaa den,,, yaha eenadee gainga ki; bhavishya ki taiyaaree hai, ,,,,, lotus folded_hands thinking_face",sarcastic
face_with_tears_of_joy face_with_tears_of_joy dhruv rathee ka baap jo subha daily breakfast me 1000 dhruv rathee ko kachcha chawata hai face_with_tears_of_joy shudhanshu Trivedi fire,non-sarcastic
aaapko kisne roka hai apke liye 24 ghante suvidha uplabdh hai,non-sarcastic
Uncle know very well physic moai,non-sarcastic
tuma jyaadaa samajhadaara patrakaara mata bano sarakaara bananai para kahaa thaa,sarcastic
Padha likha Dhruv rathi cross_mark Anpadh Dhruv rathi check_mark_button,sarcastic
crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic
har musalman ki soch aisi nhi hoti ........,non-sarcastic
Waqf board cross_mark Supreme court check_mark_button,non-sarcastic
ooski sarkar banegi iss par bat hui but sarkar toh ap ke paw paw ka hai,non-sarcastic
iske khilaf bhi karvahi honi chahiye,non-sarcastic
aab apne account pr bhi channel wala video upload krne lgi hai indian media raising_hands,non-sarcastic
Abe yrrr Pakistan bhejo enko pappu ke sath face_with_tears_of_joy face_with_tears_of_joy,sarcastic
ayodhyaa dhaama jaba bhee jaao raama janmabhoomi para to aapa sabase eka hee nivedana hai ki yahaan kee hindoo jo jayachanda hai naa to unake yahaan se kucha saamaana khareedo aura naa hee unake hotala men raho darshana karo aura yahaan se kama se kama 20 kilomeetara jaakara jo bhee hotala rahe vahaan raho vahaan khaao para yahaan ke jo jayachanda hindoo hai inako majaboota mata karo yaha gaddaara hai,sarcastic
Indian serial dekhne ka asar smiling_face_with_tear smiling_face_with_tear smiling_face_with_tear,sarcastic
"Hindu cross_mark , Secular hai check_mark_button",non-sarcastic
Fir bhiii me kuchhh nhiii ukhad paya face_with_tears_of_joy,non-sarcastic
"randee baaee anee randee baaja paksha ,uddhava baalaasaaheba thaakare",non-sarcastic
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing crying_face face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
hala la karva lo vo ladkike avaj me bol raha he suske satha,non-sarcastic
sarkar bna bhi nhi ye sab khud krke badnam kr rhe h godi media,non-sarcastic
"Mountain Dew, dar ke maa ki chut face_with_tears_of_joy",non-sarcastic
Maa chudane Gaye 2mhara Babar aur kabhi nhi aayega face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic
Kattar Hindu don't donate money to temple hundi,non-sarcastic
Do nothing + dar ka aga jet ha cross_mark_button =der ke ma ke chud face_with_tears_of_joy check_mark_button,non-sarcastic
een logo ka ant nikat h,non-sarcastic
ye galth kre ho tum nahadev bhagwan hain galt hor hain,non-sarcastic
Newton upar sei gaali dega loudly_crying_face,non-sarcastic
Chodam patti challenge rage he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
Yeah rayta failane me tera bhi hath h sale face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic
land ki nase dimag me chad gai h chacha k lagta h akhri me takla dalte honge,sarcastic
nountain dew darr ki maki chut check_mark_button,sarcastic
nam bdnam kra diye oop ka crying_face,non-sarcastic
It is india bro ... Middle class people have to bear. Until its yogi sarkar,sarcastic
