Rathi k Gand m foda h puch lo usse face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy baba sahb kahate hai ki hijda vo nhi Jo Sadi pahnte h hijada vo h Jo Hindu hokar Hindu ka virodh krte h face_with_tears_of_joy face_with_tears_of_joy en madharchodi,sarcastic,
aabe ye chutiya ko sirf jahar ugalana h,non-sarcastic,
aabhi koi asli lucknow wale se samna hua nhi hai madam ka nhi to inki rangbazi ab tak ghus chuki hoti,non-sarcastic,
2 june ko jail me jana h bhula nahi na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
One rule suprime court rule only..hatao koi ese,sarcastic,
Jay jay shree ram hindu_temple triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
Mamta Lagta Hai Jyada Hadia Ganja Lene Lagi Hai Sayad face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
fire fire fire fire fire fire,non-sarcastic,
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
tumari maiya ki chud re owesi walo,non-sarcastic,
Proud to be Hindu triangular_flag heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit heart_suit drop_of_blood grinning_cat_with_smiling_eyes,non-sarcastic,
hama kucha kahe denge to kucha chootie j~naana denge abhee,non-sarcastic,
tere bap ne to jeet kar bhi 15 lakh ni die,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy JAY SHREE RAM love_letter collision,non-sarcastic,
naasakee kutree kutalee raanda enraged_face enraged_face,non-sarcastic,
चमचोकी बेगमों के साथ पप्पू ने किया टपा टप - टपा टप rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing fire fire fire,non-sarcastic,
elvish ke wqt muh bnd tha sbka,non-sarcastic,
Dhruv Rathee ki muh me Loda fas gaya ab face_with_tears_of_joy,sarcastic,
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
Pura godi media ka pichhware m aag lag gai fire fire fire koi aaag bujhane ke liye fire_extinguisher fire_extinguisher fire_extinguisher de face_with_tears_of_joy,non-sarcastic,
Kabi kuchh na krke bi dekho cross_mark_button dar ki ma ki **** cross_mark face_with_tears_of_joy,non-sarcastic,
aager yeh jeet gyi to koi fayda nhi apne desh ko hindu rashtriya bnte dekhne ka,non-sarcastic,
hee raada budhavaara pethechyaa baahera kashee aalee,non-sarcastic,
hija.de hee kaha do achchaa rahegaa tumhaare lie yoopee vaalo enraged_face enraged_face enraged_face enraged_face enraged_face,sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Transliterated_Comment,sarcasm_label,
gadi chalani ati nhi hai road par nikal jati hai laker behuda auraton ne had kar rakhi hai fire fire fire fire,sarcastic,
shab log random sena ko tagged,non-sarcastic,
Or hum secular Bane but yeh log aise krege face_with_tears_of_joy,sarcastic,
Ari Dada ... time to leave lucknow...,non-sarcastic,
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
eesko jo gali na de wo hindu kis bat ka crying_face,sarcastic,
eendian serilas dekhkar bigad rahe he,non-sarcastic,
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic,
han ₹200000 milenge le lo jaldi,sarcastic,
please check agar ye sahi hai to iske khilaaf legal action lena hai or isko bhi saja dilaana hai folded_hands folded_hands folded_hands folded_hands folded_hands,non-sarcastic,
Red light area ki jaan hai face_with_tears_of_joy,sarcastic,
Kuch bolungi toh bivad ho jaega slightly_smiling_face folded_hands,non-sarcastic,
pappu ne no popod banidi clapping_hands,non-sarcastic,
bolna toh bahut kuch hain par vivad ho jayega,non-sarcastic,
1 lakh rupiya cross_mark 1 kg chuna check_mark_button,sarcastic,
ye raahula gaandhee ke saatha eka raata to sone vaalee hai,non-sarcastic,
aaee vadilaannacha svapna poorna kele clapping_hands,non-sarcastic,
ouske bad tumhari ma bhen hm chodinge,non-sarcastic,
aadaraniya yaa hindoo samraata baalaasaaheba thaakare yaanchaa va pakshaacha apamaana va andhapata aahe he....tu tumachyaa jindagee vara jaya shreeraama,non-sarcastic,
aaapke samne koi jeet ni skta us dhruv ko kabhi enke samne bitha dena sari hekdi nikal jaegi face_with_tears_of_joy,non-sarcastic,
pehla 15lakh ta lai lo jihna nu 10sal ho gae ne ehna di ta sarkar e nai ayi,non-sarcastic,
tamaashaa dekhane vaalon ko dekho kyaa kamara pe haatha rakha ke kha.de hai,sarcastic,
hee paagala halakata baaee aahe - jaganyaachaa naveena maarga aahe,non-sarcastic,
Sabki chor teri phattt gyi yeh Sab dekh kar face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
eesliye sab bol rahe hai ki nodi ne ram mandir banaya hai,sarcastic,
Who are you??? face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Jay shree ram red_heart red_heart red_heart red_heart red_heart,non-sarcastic,
মোয়ে মোয়ে rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
phirrrr ye ladki gyani h loudly_crying_face heart_hands,non-sarcastic,
kitanaa pa.dhataa hogaa bhaaee ye aadamee,non-sarcastic,
chacha bhuke mar rhe h tu to gmar h buddi muddi bhgwan ne di nhi h to fate dhol kese na bazo nhi to..,sarcastic,
Bolne de gaand jali hai face_with_tears_of_joy,non-sarcastic,
Proude to be hindu and sanatani,non-sarcastic,
jo tu padaso open_book to main nahi pada. face_with_tears_of_joy anpad hi samaj magar tere jsa nalayak to nahi.,non-sarcastic,
nusalman jeet gaya to jal rahi hai kya,sarcastic,
saare ke saare haraamakora hain … raathee ko milake …,sarcastic,
tum bhi chudo gi ak din,sarcastic,
han one sided bolega na kyun ki pichhe se kaun pelta he iski unko pata nahin tha,non-sarcastic,
cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark cross_mark Ram ram rm face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fire,non-sarcastic,
shakal dekhi apni wali tum log ne,sarcastic,
kejriwal ne kutta pala tha vahi aaaj bhaunk raha hai dog,non-sarcastic,
bilkul sahi bole hai ye. yahi to hume apne bap dada ne bataya hai ke babar ke zulmo ki kahani bolte rehna apne marne tak aur apne bacho ko bhi batana ke kya kia tha wo aur uske jaise mughlo ne.,non-sarcastic,
eeder se alloo dalege udar se sona niklega,sarcastic,
व्हिडिओ बगूनच चडीचा वास आला राव face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
pappu ne chuna lga diya sbko,non-sarcastic,
sharm kro musalmano ko badnam krti h enraged_face enraged_face enraged_face enraged_face,non-sarcastic,
kya hi chutiya admi hai ya,sarcastic,
nountain dew dar ke ma ka chut,sarcastic,
"100% ee agree bro... kuch bewakoofo ko samajh hi nhi a rha h..ki ekbar population humari kam hui, uske bad kya nanga nach hoga idhr... lekin jab kisi party ki andhbhakti karni ho to kya hi kaha ja skta h..aur nodi ji to so called minorities k triptikaran k kam v chalu kr diye hai. crying_face",sarcastic,
nountain dew dar ki ma ki bhosda,sarcastic,
bechaaree gareeba kaa nukasaana kara diyaa agara isakaa bharapaaee naheen kiyaa hogaa to jaa too eka dina bheekha maangegaa fire fire fire,sarcastic,
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag hat teri asi tesi middle_finger middle_finger middle_finger middle_finger writing_hand,non-sarcastic,
aarrest kro ese enraged_face enraged_face enraged_face enraged_face,sarcastic,
dhruv rathee yaha ke pm ko hi rutwaba dikhta hain,sarcastic,
15 lakh kaha gye Modi Wale face_with_tears_of_joy,sarcastic,
Kutte door se he bhokte hai .India me hote muh todh dete . face_with_open_mouth face_with_open_mouth,sarcastic,
yeh aalag hi noorkh hain..sitting cn kaha usne bewakoof.,non-sarcastic,
ye ghatiya aaadmi hey iska nam hi kyun lete ho,sarcastic,
Consanguinity laughing in corner.....Examples of autosomal recessive disorders include: 1. Cystic fibrosis 2. Sickle cell anemia 3. Tay-Sachs disease 4. Phenylketonuria (PKU) 5. Albinism 6. Gaucher disease 7. Spinal muscular atrophy (SMA) 8. Thalassemia face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
grinning_face grinning_face grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_squinting_face grinning_squinting_face beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face grinning_face grinning_face grinning_face,non-sarcastic,
Only one n only one Chatrapati Shivaji.....Bolo Jay shree Ram... fire fire fire fire fire,non-sarcastic,
Babar se chudwati thi kya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy Jo itana pyar hai babar se face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
baba ji ka ghanta le lo ghanta,sarcastic,
ye to khuda bangaalee veba seereeja kee nangee aurata hai,sarcastic,
teri to ghand fati gi hi bjp ke talwar chatne wali miday,sarcastic,
Andbhkto ki jli na bs yhi to dekhna tha kitni or kis kis ki jli... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy modi ke saputro ki jli...,sarcastic,
red_heart red_heart red_heart red_heart India India India India India India India,non-sarcastic,
ees bkl ki video dekh kar to gussa aur ata hai,non-sarcastic,
Dar ke aage Jeet hai mountain due piyo skull skull skull moai face_with_tears_of_joy check_mark_button,non-sarcastic,
o sitting cm banne ke bad bol raha hai baklol,sarcastic,
ooncle ne bacha di side hata ke,non-sarcastic,
Dhrav rathee madarchod hai cross_mark India check_mark_button,non-sarcastic,
eetna hi educated h to kbhi aye sudhanshu sir ke samne ptha chl jayega,non-sarcastic,
bine thook k pel diya tera DHRUV KO rolling_on_the_floor_laughing,non-sarcastic,
He randi aahe Muslim chi face_with_symbols_on_mouth face_with_symbols_on_mouth,non-sarcastic,
Gravity vo kya hota h face_with_tears_of_joy ?,non-sarcastic,
Jay shree ram fire fire fire fire fire,non-sarcastic,
population control law lekar ao modi ji sabhi. bhai. pm. ko tag karke population control ki mang karo,sarcastic,
Sarkar bana to nhi hai yrrr face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
baba be like - aja mere land pe jhul le,non-sarcastic,
andhhe ho kya Bhai face_with_rolling_eyes face_with_rolling_eyes,sarcastic,
hee 14 varshe budhavaara petheta hotee randee,non-sarcastic,
aaap rahlu ji sarkar ban do paisa to a jayeg khat khat,sarcastic,
pm rahul gandhi banat tabhi to deta aaap logo ko,sarcastic,
jina logon ke paasa yaha phaॉrma hai una logon kaa aba se raashana kaarda banda muphta kaa raashana banda,non-sarcastic,
bengal ke hindu hizre ho chuke hai puri tarah se bs,sarcastic,
isakaa baapa sochataa hogaa kaasha usa raata kaॉndama khareeda liyaa hotaa yaa kaasha usa raata main jaldee kyon nahee so gayaa,non-sarcastic,
Ghar jal Raha hai kya face_with_tears_of_joy,non-sarcastic,
aaese act aj bhi hai ... bjp full majority me kya kar rhi hai,non-sarcastic,
Munawar king... crown trophy flexed_biceps party_popper partying_face,non-sarcastic,
Sala itna bada actor aur Khali 155 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Tab tak yai log yaha bache rahenge kya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
"You can't do anything, but watch face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",sarcastic,
The perfect combination does not exist,non-sarcastic,
abhee ayodhyaa liyaa abhee to kaashee aura mathuraa baakee hai jaya shree raama,non-sarcastic,
"2 bachchon k bad, har balak pe 10% tax badhado.",sarcastic,
aabe bhai ...tum na chup rho tumko nhi dekhte hum,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy itni jalan bhai itni jalan mene ajtak nahi dekhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
dalal (tihadi) face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy jali teri jali na face_with_tears_of_joy,non-sarcastic,
ees rider ki ma ka bhsda,non-sarcastic,
Transliterated_Comment,sarcasm_label,
ladki nahi bool rahi hai cross_mark paisa bool raha hai check_mark_button,sarcastic,
Kitne tejesvi log hai yaha rolling_on_the_floor_laughing,non-sarcastic,
bhai bolne or ghosna Patra me pese Dene ke mudde ko samil karna dono alag hai vese bhi congresh dava kar hi ra hai sarkar banane ka to isme galt kya hai face_with_tears_of_joy,non-sarcastic,
ye kyaa ho rahaa hai desha men sabase ghatiyaa cheeja,non-sarcastic,
Dhoodh chadao to sahi hai condom pehna dia to jal fire gyi bhakto ki iski b nasbandi karwao tabhi dangai kam honge desh me face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
aunty tumalaa gaand marve chi kaay chul hay re person_pouting,sarcastic,
Aur ye bhi batana ki tum kuchh ukhaad nahi paaye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aur tumhari aulaad bhi kuchh ukkhad nahi sakte face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Bro watch the 5 star ad and mountain de ad at the same time moai moai,non-sarcastic,
Pehle tumhare( babri mazsid/Allah )pedaa toh ho .. face_with_tears_of_joy face_with_tears_of_joy fir Zinda karna,sarcastic,
Good morning sunrise_over_mountains red_heart ji Ram Ram,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing ye bohot acchi bat kahi apne face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
aaapki sarkar nhi thi iska mtlb apka 1981 me apka koi yogdan nhi tha aur ap kewal halla krna jante ho uske alawa kuch nhi,non-sarcastic,
O Ma Go turula zany_face zany_face woozy_face cross_mark cross_mark grinning_face_with_sweat,non-sarcastic,
bekaao aajtaak news nodee kaa saat,sarcastic,
ग़ज़ब पकड़ा दिया पप्पू face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
hama baabaree masjida kaa jikara marate dama taka karate rahege broken_heart,non-sarcastic,
Q ke Dhruv rathi m c#od ha,non-sarcastic,
tuzi layki pn nhi amchya ram che nav gheychi kalal ka red_heart,non-sarcastic,
ye bai mansa baddal nahi bolt tu prabhu shri ram yanchya baddal bolteys jara nit bol,non-sarcastic,
It spread only hate nothing will come out,non-sarcastic,
fire fire fire red_heart red_heart red_heart,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Pasia waala middle classs face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Tond ughdala ki hi kuthe kuthe gutrgoooo keli asel !!! Kuch bua ki nhi face_with_raised_eyebrow andhare,non-sarcastic,
Ye aaj tak he madarcho* hai face_with_tears_of_joy,non-sarcastic,
eeske mu me bhi kandom pahna dena chahiye,sarcastic,
Ye Sala ye muslimo ka ghun chus rahaa face_with_tears_of_joy ur El Ansari ki bat ye bjp ka admi hai face_with_tears_of_joy Jai shree ram clapping_hands,sarcastic,
MADARSA CHAAP MULLE AATANKWADI HE H,non-sarcastic,
nain garv se bolunga ki main hindu hun triangular_flag triangular_flag jay shree ram triangular_flag triangular_flag,non-sarcastic,
Ab fatafat nikalo daftar se face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
slle banda thik hoga jisne trko chod diya,non-sarcastic,
elvish ab kyu nhi roast kr rha he,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
Mountain dew cross_mark desi pauwa check_mark_button,non-sarcastic,
aadvance rip is bkl biker ke liye,non-sarcastic,
#shivsenaubt Jai shree Ram Bala saheb Thackeray bow_and_arrow cherry_blossom triangular_flag folded_hands,non-sarcastic,
bhai tu bhi to bharat ka hai...pehle apne girban. ne jhank,sarcastic,
is this true that Nehru did that?,non-sarcastic,
Tumhare Allah ke sath tum dono bhi lo hamara bullah face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
nountain dew : dar ki making chu*,sarcastic,
Jo khaye kho jaye...or jo pee le tufan se bhi ladd jaye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
wah kya khubsrti hai islam ki itna gira hua to ravan bhi nahi hoga triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,sarcastic,
Brick brick ne achi acting ki.. grinning_face_with_sweat face_with_tears_of_joy,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
Har Cheez Main Apne Baap Ko Ghusana Lazmi Hai face_with_tears_of_joy,non-sarcastic,
PM toh bana nahi kaise deta tha PM banne ke baad khatakhat aane waale the face_with_tears_of_joy,sarcastic,
Maa to ma hote hai face_with_tears_of_joy beating_heart,non-sarcastic,
My respect saluting_face for the young lady who tried to remove the flag clapping_hands clapping_hands,non-sarcastic,
aaga tulaa kaaya hindooche devee devataa kalanaara,non-sarcastic,
Rahul gandhi cross_mark jumla Gandhi check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy milega sabko paisa line dhakaa mukki ekdum nhi ...Rahul nHi de paye to gathbandhan wale denge par line nahi chorna koi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
"chelsea chelsea abhanji lori, suzada narie chitz kodram kara yeah. tumlow open underneath tumjara deltahoe",non-sarcastic,
hindu ple bi dogla ta abi h kuch log ... jai shree ram triangular_flag triangular_flag triangular_flag,sarcastic,
Hamare bujurgon ne donate kiya tha vah property,non-sarcastic,
hi baicha gandit jra lnd takayla pahije,non-sarcastic,
Not Bro casually dropping bricks from the roof,non-sarcastic,
aaatak wadi kon h h pata h bhart ki bat mat kar cutiya chenal,sarcastic,
ees tarah ki ladkio ka hi balaktr hota h or isko pel do akele me le jake fir ye shant ho jayegi,sarcastic,
5 star muh ma chipak Raha ha chalo dew pi Lata hu rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
bhai pala sarkar to ban na do,sarcastic,
Nrc aane do hm tumhe Bangla Desh leke jayenge face_with_tears_of_joy,sarcastic,
hyaalaacha bolataata udataa tira gaandita ghene .... grinning_face_with_sweat,sarcastic,
eeski shakal nathu ram godse se milti hain.,sarcastic,
nujhe to chappal ki tension ho rahi hai kahi vo na gir jaye,non-sarcastic,
een sajjan ko kya hua hai bhai.. bohot hi bade sadmai hai… aagar aarun jhit jata aur hyderabad mai eessi tarah jashn aur khushi manayi jati old city charminar ke pas toh in sajjan ka koi alag hi prastav hota kyu ki nam hi hai logo ka jo ye news godi media anker sabse pehle dekhte hai taki inki rozi roti chale warna ye bina hindu-nuslim ke kuch bhi nahi hai.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
tuzya ai chi gand re lavdya,sarcastic,
ek our hijda bola face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
milegaa aapa logon ko khataakhata khataakhata,sarcastic,
na chuda randi fire fire fire fire fire,non-sarcastic,
Rahul khan ne inki halala kardi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
ek kidhar ka hai re sardari market kya kar rahe ho,non-sarcastic,
Sarkar banne toh do phle hi aagyi face_with_tears_of_joy,sarcastic,
hindu be like hamse kya konsa hamko hi keh raha hain hinduo bass sote raho,non-sarcastic,
nountain dew derki maki**** moai .....…,non-sarcastic,
sirf 1 ki party ko target kyu kar rhe sabki galatiya batao na jab tumre bato pr bharosha karege varana tum feku ho fire fire fire,sarcastic,
ये तो क्रिश से भी तेज है face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
India is a secular country.....which the country Runs through the principal founder of constitution..Dr Ambekar ji.....#shame on you Dalal Media journalist Sudhir chaudhary,non-sarcastic,
aabhi to bolne ke liye aur bhi bhut kuch hoga bhn ke ***,sarcastic,
kya nain sikka bhai jan tum logon ka,sarcastic,
Dhurub ki maa ki gand me chodna he yr face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
babri masjid jindabad green_heart green_heart green_heart,sarcastic,
sudhanshu trivedi ji ke samne lao dhruv ko aur bad me uski bolti band kar denge trivedi ji,sarcastic,
Aaizavadi sali kuthali enraged_face angry_face face_with_symbols_on_mouth,non-sarcastic,
kal ko jitne bhi hamare pyare hindu bhai bjp ko support nhi kar rahe unka ghar wakf wale le lange tab chutiyo ko samaj aye ga bjp ka bharat mai hona kitna jaruri h,sarcastic,
Never mess with Trivedi Ji skull fire,non-sarcastic,
Mulle hai saare face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy chinta ki baat hi nhi hai buldojar chalega sb barabar face_with_tears_of_joy,sarcastic,
"jab ap jldi dimak khatam ni krte , toh bad mein wo nuksan deti h",non-sarcastic,
और लाओ कॉंग्रेस face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
bakwas nhi hai ye sahi bol re hai ye kha gya khta khta ab frji hai congress Papu ki party face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
"isa khataakhata paartee ke khilaapha korta men 420 kaa kesa karen, pappoo ne ina sabako pappoo banaa diyaa rolling_on_the_floor_laughing rolling_on_the_floor_laughing",sarcastic,
pure jorose bahishkar kr is haraman ka enraged_face,non-sarcastic,
Bike ne to gaadi ko hila dala exploding_head face_with_tears_of_joy,non-sarcastic,
Kaash Mulle Ke Baap Ne Condom Use Kiya Hota face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
eendia alliance ke dogle andhbhakt..dekho ye video... rahul gandhi har bar bolta he prachar me ki hinduwadio ko bhagana he..phir bhi kuch hindu vote dete he...par modi vashudhev kutumbkam sutra leke age badhta he...kabhi bola modi ne islam ko khatam karna he...jagna padega sanatani ko triangular_flag ...jai shree ram triangular_flag,sarcastic,
Os dosre adme KO lat marde Bhai smiling_face_with_hearts,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
sarkar kha bni ye to dekh lo jhoot bolne se phale .. sarkar bani tb dete rahul sir kiyu janta ko pagal bna rhe ho,non-sarcastic,
triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
Accha huwa ye mujhe nhi mili rolling_on_the_floor_laughing cross_mark,non-sarcastic,
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,
aap her weekly juloos nikalte jay shree ram tab nhi shochi jati ye bate kahi koi bhi tree mil gya usko pujna start kr dete tab shocha ispe swal uthya jaha chahe mandir bna diya ispe swal uthaya ham log tu nhi kahte tum log tu kuch nhi kahte tumhari asta h kro ya na kro tum log muslim kisi ko dekhte ho bss swal suro uspe bss muslim hona chahiye,non-sarcastic,
Transliterated_Comment,sarcasm_label,
congress party ki sarkar bani hai kya jo de,sarcastic,
enraged_face enraged_face India I love india India,non-sarcastic,
bhai 1 de deta kan ke niche yar crying_face,non-sarcastic,
Jai Shri ram red_heart red_heart red_heart red_heart,non-sarcastic,
Yedi gand pakistan face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
video banane wala khud khada hai,sarcastic,
bhaiya 500 kam kahe kar diye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
Nahi wo pata hai kisko ata face_with_tears_of_joy,non-sarcastic,
eeski ma ka jo hoga dekha jayega rolling_on_the_floor_laughing skull,non-sarcastic,
It's time to say sorry to Modi ji....Kuch Hizado ki wajah se Hindu har gya,sarcastic,
Background music was my personal comment rolling_on_the_floor_laughing,non-sarcastic,
Allah Hu Akbar green_heart flexed_biceps eagle crossed_swords,non-sarcastic,
Jai shree ram red_heart red_heart red_heart,non-sarcastic,
Damn the trucker should have hit with bit more force face_with_tears_of_joy,sarcastic,
Be mader chod enraged_face enraged_face enraged_face,non-sarcastic,
folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,
aab bool ab bol nah ....,sarcastic,
ye bhi. pakdi gai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,
nehru hijda bhosdi ki gf**nd check_mark_button pig_face pig_nose,sarcastic,
"Baccha bach gya acche bat hai, par ye ghr bhar se itta Badhiya aur andr se bina plaster ke",non-sarcastic,
Madher chod check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,
ho naa... ips zale tr ky zale chaddi ghaalata nahita kaaya,non-sarcastic,
teri bhen chudd gi chutiye bike vale,sarcastic,
Mountain Dew + 5star cross_mark bhang +amul lassi check_mark_button,non-sarcastic,
Ja be sale teri sunta kon h jumlebaaj face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,
Mountain dew cross_mark drink wine_glass cross_mark appy fizz,non-sarcastic,
baapaalaa pana asacha vichaaralan asela hine,non-sarcastic,
tujhee laayakee naahee aamachyaa devaavara bolanyaachee,sarcastic,
Ek debate honii chahiye sudhansu vs German shepherd,non-sarcastic,
kaha mirchi lagi hai bhai tujhe jo bardasht nhi kar raha hai fire face_with_tears_of_joy,non-sarcastic,
Murder of secularism crying_face crying_face crying_face,non-sarcastic,
eess haramjazi ka mobile no. bi share karoo,sarcastic,
aandi mandi sandi shushma andhare randi,non-sarcastic,
