Original_Comment,Cleaned_Comment,Transliterated_Comment
Lovedya u deserve it,Lovedya u deserve it,lovedya u deserve it
सायको प्रती निधी🤣,सायको प्रती निधी rolling_on_the_floor_laughing,सायको प्रती निधी rolling_on_the_floor_laughing
Apni ma chuda ab builder ke niche 😂 nikal gayi hawa👏😂,Apni ma chuda ab builder ke niche face_with_tears_of_joy nikal gayi hawa clapping_hands face_with_tears_of_joy,Apni ma chuda ab builder ke niche face_with_tears_of_joy nikal gayi hawa clapping_hands face_with_tears_of_joy
Mat aao,Mat aao,nat ao
Cutya tula tar hanla pahije,Cutya tula tar hanla pahije,cutya tula tar hanla pahije
Agarwal family Rajasthani... Accident mdhi gelele Madhya Pradesh che .. rapper Delhi cha.... Bhogat ahet punekar😢,Agarwal family Rajasthani... Accident mdhi gelele Madhya Pradesh che .. rapper Delhi cha.... Bhogat ahet punekar crying_face,Agarwal family Rajasthani... Accident mdhi gelele Madhya Pradesh che .. rapper Delhi cha.... Bhogat ahet punekar crying_face
आई बोलते तो विडिओ माज्या मुलाचा नाही मुलगा बोकतो तो व्हिडिओ मी असच बनवला म्हा जे सगळ्यांना खेळवत आहे 🤦🏼,आई बोलते तो विडिओ माज्या मुलाचा नाही मुलगा बोकतो तो व्हिडिओ मी असच बनवला म्हा जे सगळ्यांना खेळवत आहे person_facepalming_medium-light_skin_tone,aaee bolate to vidio maajyaa mulaachaa naahee mulagaa bokato to vhidio mee asacha banavalaa mhaa je sagalyaannaa khelavata aahe person_facepalming_medium-light_skin_tone
"Are dada 😢😢tu ky bamvtoy ky बोलतोय याच जरा  भान ठेव की म,,असो होत ते चांगल्या साठीच होत,😂😂😂तुझ्या रॅप चे आणि तुझे दिवस भरलेत,","Are dada crying_face crying_face tu ky bamvtoy ky बोलतोय याच जरा भान ठेव की म,,असो होत ते चांगल्या साठीच होत, face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy तुझ्या रॅप चे आणि तुझे दिवस भरलेत,","Are dada crying_face crying_face tu ky bamvtoy ky बोलतोय याच जरा भान ठेव की म,,असो होत ते चांगल्या साठीच होत, face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy तुझ्या रॅप चे आणि तुझे दिवस भरलेत,"
"Tum saale bhadve log, content ke naam par kisi ko kuch bhi kar loge, saalo reality main milo pichawade mai chata kholana padega","Tum saale bhadve log, content ke naam par kisi ko kuch bhi kar loge, saalo reality main milo pichawade mai chata kholana padega","tum sale bhadve log, content ke nam par kisi ko kuch bhi kar loge, salo reality main milo pichawade mai chata kholana padega"
हरामी की पैदास रहतेचे ऐसे बच्चे,हरामी की पैदास रहतेचे ऐसे बच्चे,haraamee kee paidaasa rahateche aise bachche
मस्त रे.. तुझी सगळीच मस्ती जिरायला पाहिजे... ठोकला पाहिजे तुला 👌🏽,मस्त रे.. तुझी सगळीच मस्ती जिरायला पाहिजे... ठोकला पाहिजे तुला OK_hand_medium_skin_tone,masta re.. tujhee sagaleecha mastee jiraayalaa paahije... thokalaa paahije tulaa ok_hand_medium_skin_tone
@adv.gaikwad 🤣😝👍,rolling_on_the_floor_laughing squinting_face_with_tongue thumbs_up,rolling_on_the_floor_laughing squinting_face_with_tongue thumbs_up
Sarkari logonko pgar khase denge bhai vkil logonka ghar khase chalega kuch to samjo  police ku bna he o 😂😂🤣🤣🙃,Sarkari logonko pgar khase denge bhai vkil logonka ghar khase chalega kuch to samjo police ku bna he o face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing upside-down_face,Sarkari logonko pgar khase denge bhai vkil logonka ghar khase chalega kuch to samjo police ku bna he o face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing upside-down_face
Bhai Tune udta teer Gand mai liya hai aur kuch nahi😂😂,Bhai Tune udta teer Gand mai liya hai aur kuch nahi face_with_tears_of_joy face_with_tears_of_joy,Bhai Tune udta teer Gand mai liya hai aur kuch nahi face_with_tears_of_joy face_with_tears_of_joy
😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
🤣🤣🤣🤣🤣🤣🤣🤣🤣,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
🤣🤣🤣🤣,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
🤣🤣🤣🤣🤣,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
व्हिडिओ बनावता मजा आली ना आत्ता भोग आई वरून घाण शव्य देयचं कसा कळत मग आत मी middle क्लास चा आहे सांगतो पोलीस यांनी चांगला गांडी वर प्रसाद दिलल पाहिजे,व्हिडिओ बनावता मजा आली ना आत्ता भोग आई वरून घाण शव्य देयचं कसा कळत मग आत मी middle क्लास चा आहे सांगतो पोलीस यांनी चांगला गांडी वर प्रसाद दिलल पाहिजे,vhidio banaavataa majaa aalee naa aattaa bhoga aaee varoona ghaana shavya deyachan kasaa kalata maga aata mee middle klaasa chaa aahe saangato poleesa yaannee chaangalaa gaandee vara prasaada dilala paahije
आता संबंधित पोलिस तुझा कंटेंट तयार करतील,आता संबंधित पोलिस तुझा कंटेंट तयार करतील,aataa sanbandhita polisa tujhaa kantenta tayaara karateela
ग***** किडे असले की असच होणार,ग***** किडे असले की असच होणार,ga***** kide asale kee asacha honaara
घेणं नाही देणं आणि कंदील घेऊन येन,घेणं नाही देणं आणि कंदील घेऊन येन,ghenan naahee denan aani kandeela gheoona yena
Azoon  gaand maara hyachi.. chaltana lokaani mulwyadh aahe asa samazla pahije... faltu content bnavto bc aani mhanto azoon banven famous honya saathi... ghe mag,Azoon gaand maara hyachi.. chaltana lokaani mulwyadh aahe asa samazla pahije... faltu content bnavto bc aani mhanto azoon banven famous honya saathi... ghe mag,aazoon gand mara hyachi.. chaltana lokani mulwyadh ahe asa samazla pahije... faltu content bnavto bc ani mhanto azoon banven famous honya sathi... ghe mag
Ek kam kr bhai kalte nahi,Ek kam kr bhai kalte nahi,ek kam kr bhai kalte nahi
अरे पण येडबुल्या तुला काय गरज होती मधीच ह्याची तुझ्या गांडीत बांबू टाकतील आता 😂😂,अरे पण येडबुल्या तुला काय गरज होती मधीच ह्याची तुझ्या गांडीत बांबू टाकतील आता face_with_tears_of_joy face_with_tears_of_joy,are pana yedabulyaa tulaa kaaya garaja hotee madheecha hyaachee tujhyaa gaandeeta baanboo taakateela aataa face_with_tears_of_joy face_with_tears_of_joy
iske kide bahar nikalo content nikalo iski gnad se,iske kide bahar nikalo content nikalo iski gnad se,iske kide bahar nikalo content nikalo iski gnad se
"Tuze dekhake ek hi cheez yaad aa rahi... aae lakdi kyu padi ho zaad me, aaja ghusja meri .....khair baki aap samjhdar ho","Tuze dekhake ek hi cheez yaad aa rahi... aae lakdi kyu padi ho zaad me, aaja ghusja meri .....khair baki aap samjhdar ho","tuze dekhake ek hi cheez yad a rahi... ae lakdi kyu padi ho zad me, aja ghusja meri .....khair baki ap samjhdar ho"
😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Mng chutiya tu banvle ka vedieo 😂😂 atha kide maarnar na tuji,Mng chutiya tu banvle ka vedieo face_with_tears_of_joy face_with_tears_of_joy atha kide maarnar na tuji,Mng chutiya tu banvle ka vedieo face_with_tears_of_joy face_with_tears_of_joy atha kide maarnar na tuji
तुझी आईं घालायला गेला का मग रॅप बनवून.. येडझवा 😂😂,तुझी आईं घालायला गेला का मग रॅप बनवून.. येडझवा face_with_tears_of_joy face_with_tears_of_joy,तुझी आईं घालायला गेला का मग रॅप बनवून.. येडझवा face_with_tears_of_joy face_with_tears_of_joy
त्याला जेल मध्ये कंटेंट create करायला लावा,त्याला जेल मध्ये कंटेंट create करायला लावा,tyaalaa jela madhye kantenta create karaayalaa laavaa
"Ye to wohi baat huyi.. 'Aye lakdi 🪵 kyu padi ho zaad me , aa ghusja meri 🍑me'","Ye to wohi baat huyi.. 'Aye lakdi wood kyu padi ho zaad me , aa ghusja meri peach me'","ye to wohi bat huyi.. 'aaye lakdi wood kyu padi ho zad me , a ghusja meri peach me'"
Hyachya gandit beer chya bottle fhoda jidagit rap boltana vichar Karel,Hyachya gandit beer chya bottle fhoda jidagit rap boltana vichar Karel,Hyachya gandit beer chya bottle fhoda jidagit rap boltana vichar Karel
Gandi la mirchi powder laun Hana yala...😂,Gandi la mirchi powder laun Hana yala... face_with_tears_of_joy,Gandi la mirchi powder laun Hana yala... face_with_tears_of_joy
"Dude wasn't you mother saying ""that the video was AI GENERATED, so are you saying that your mom lied""  just as you are doing right now","Dude wasn't you mother saying ""that the video was AI GENERATED, so are you saying that your mom lied"" just as you are doing right now","Dude wasn't you mother saying ""that the video was AI GENERATED, so are you saying that your mom lied"" just as you are doing right now"
Lavdya mng kashla zavta gadhav uadun gheto .,Lavdya mng kashla zavta gadhav uadun gheto .,lavdya mng kashla zavta gadhav uadun gheto .
@sudhir_jadhav_72_ Are Hyala punyacha rod varr soda ani hyala riksha ni udva nai tarr hyacha varr uda koni tari,Are Hyala punyacha rod varr soda ani hyala riksha ni udva nai tarr hyacha varr uda koni tari,aare hyala punyacha rod varr soda ani hyala riksha ni udva nai tarr hyacha varr uda koni tari
Bhetu nko parat kunala jam mar khashil,Bhetu nko parat kunala jam mar khashil,bhetu nko parat kunala jam mar khashil
Ab pkdle kisi ek builder ko 🤣,Ab pkdle kisi ek builder ko rolling_on_the_floor_laughing,aab pkdle kisi ek builder ko rolling_on_the_floor_laughing
"दुसऱ्याच्या तव्यावर चपाती भाजत होता, हात पोळल्यावर मला फक्त भूक लागली होती म्हणुन केलं असं .....आता त्याच कन्टेन्टची पुंगळी कर आणि .......","दुसऱ्याच्या तव्यावर चपाती भाजत होता, हात पोळल्यावर मला फक्त भूक लागली होती म्हणुन केलं असं .....आता त्याच कन्टेन्टची पुंगळी कर आणि .......","dusaryaachyaa tavyaavara chapaatee bhaajata hotaa, haata polalyaavara malaa phakta bhooka laagalee hotee mhanuna kelan asan .....aataa tyaacha kantentachee pungalee kara aani ......."
@ek_hota_kavi एकदम बरोबर दादा,एकदम बरोबर दादा,ekadama barobara daadaa
@ek_hota_kavi 🤣,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing
@ek_hota_kavi खरंय दादा 😅,खरंय दादा grinning_face_with_sweat,खरंय दादा grinning_face_with_sweat
@ek_hota_kavi ha nay tar...,ha nay tar...,ha nay tar...
@ek_hota_kavi tyach Kay chuktay,tyach Kay chuktay,tyach kay chuktay
"@mannazzz1234 त्याचं हे चुकलं कि एकदम सेन्सीटिव वेळेला त्याने हा उद्योग केला, आणि crowd ला मिस लीड केलं by pretending someone else , its a defamation plus misleading at the same time","त्याचं हे चुकलं कि एकदम सेन्सीटिव वेळेला त्याने हा उद्योग केला, आणि crowd ला मिस लीड केलं by pretending someone else , its a defamation plus misleading at the same time","त्याचं हे चुकलं कि एकदम सेन्सीटिव वेळेला त्याने हा उद्योग केला, आणि crowd ला मिस लीड केलं by pretending someone else , its a defamation plus misleading at the same time"
@ek_hota_kavi nahi chukle tyache kahi aaple police jar yevdhya lamchya garib mansala notice pathvu shkatat pan ty Agarwal chya porla 1 ka dvsta sodtat,nahi chukle tyache kahi aaple police jar yevdhya lamchya garib mansala notice pathvu shkatat pan ty Agarwal chya porla 1 ka dvsta sodtat,nahi chukle tyache kahi aple police jar yevdhya lamchya garib mansala notice pathvu shkatat pan ty aagarwal chya porla 1 ka dvsta sodtat
@ek_hota_kavi,,
"@mannazzz1234 now u r mixing two different things, it's not about yala eka diwasat pakdla ki tyala , apali mate julavi asahi kahi law nahi. I am good. You can think about what you think.","now u r mixing two different things, it's not about yala eka diwasat pakdla ki tyala , apali mate julavi asahi kahi law nahi. I am good. You can think about what you think.","now u r mixing two different things, it's not about yala eka diwasat pakdla ki tyala , apali mate julavi asahi kahi law nahi. ee am good. you can think about what you think."
Wo ab videsh jayega aur tu uski jagah andar 🤣(movie me dekh tha maine😆),Wo ab videsh jayega aur tu uski jagah andar rolling_on_the_floor_laughing (movie me dekh tha maine grinning_squinting_face ),Wo ab videsh jayega aur tu uski jagah andar rolling_on_the_floor_laughing (movie me dekh tha maine grinning_squinting_face )
Abeyyy Bkl beech mai maa chudane bolra tha fir,Abeyyy Bkl beech mai maa chudane bolra tha fir,aabeyyy bkl beech mai ma chudane bolra tha fir
"I think he is paid, for distraction of media as well as us😢","I think he is paid, for distraction of media as well as us crying_face","I think he is paid, for distraction of media as well as us crying_face"
थांब जरा तुला पुणे पोलीस चांगला धडा शिकवतील लय आई बहीण काढत होताना लोकांची,थांब जरा तुला पुणे पोलीस चांगला धडा शिकवतील लय आई बहीण काढत होताना लोकांची,thaanba jaraa tulaa pune poleesa chaangalaa dhadaa shikavateela laya aaee baheena kaadhata hotaanaa lokaanchee
Tu kashala aai ghalaychi mang tyachya navane video banvala,Tu kashala aai ghalaychi mang tyachya navane video banvala,tu kashala ai ghalaychi mang tyachya navane video banvala
40000 हजार लागेगा 😂😅चुते 😂😅,40000 हजार लागेगा face_with_tears_of_joy grinning_face_with_sweat चुते face_with_tears_of_joy grinning_face_with_sweat,40000 हजार लागेगा face_with_tears_of_joy grinning_face_with_sweat चुते face_with_tears_of_joy grinning_face_with_sweat
Are fir Etna utpatang harkate q kiya..ab anjam bhukto,Are fir Etna utpatang harkate q kiya..ab anjam bhukto,aare fir etna utpatang harkate q kiya..ab anjam bhukto
Tuzi ata paddhatshir dang* marun sarw hawa kadhnyat yeil,Tuzi ata paddhatshir dang* marun sarw hawa kadhnyat yeil,tuzi ata paddhatshir dang* marun sarw hawa kadhnyat yeil
😂😂,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy
आबे शेमण्या,आबे शेमण्या,aabe shemanyaa
People still think he is vedant the pune guy 😂,People still think he is vedant the pune guy face_with_tears_of_joy,People still think he is vedant the pune guy face_with_tears_of_joy
उडता तीर🙌,उडता तीर raising_hands,udataa teera raising_hands
Tuji aai kashala ghatli  madhi mg,Tuji aai kashala ghatli madhi mg,tuji ai kashala ghatli madhi mg
तूझ्या आईच्या भोकाला तसला रॅप बनवतो का मग येड झवण्या,तूझ्या आईच्या भोकाला तसला रॅप बनवतो का मग येड झवण्या,toojhyaa aaeechyaa bhokaalaa tasalaa ra.cpa banavato kaa maga yeda jhavanyaa
Ata Asa bolnr ch na,Ata Asa bolnr ch na,aata aasa bolnr ch na
Ata Asa bolnr ch na,Ata Asa bolnr ch na,aata aasa bolnr ch na
Bahut masti thi na tuze le ab masti nikle gi teri bhi,Bahut masti thi na tuze le ab masti nikle gi teri bhi,bahut masti thi na tuze le ab masti nikle gi teri bhi
@x_cutiepooooo_x haha achi khassi 😄 Maze aye na,haha achi khassi grinning_face_with_smiling_eyes Maze aye na,haha achi khassi grinning_face_with_smiling_eyes Maze aye na
Ha tu ta 😂😂😂,Ha tu ta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ha tu ta face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Teri mako builder ke pass bheja tha kay😂,Teri mako builder ke pass bheja tha kay face_with_tears_of_joy,Teri mako builder ke pass bheja tha kay face_with_tears_of_joy
Chutiya hai tu..... Tune khud apne paire pe kulhadi mari hy.... Btw wo tera vedio bhi galt he hai,Chutiya hai tu..... Tune khud apne paire pe kulhadi mari hy.... Btw wo tera vedio bhi galt he hai,chutiya hai tu..... tune khud apne paire pe kulhadi mari hy.... btw wo tera vedio bhi galt he hai
@meher__0007 yes 👍🏻,yes thumbs_up_light_skin_tone,yes thumbs_up_light_skin_tone
Are jane dey ye sab teko ab bail ke tayarii kar 🙌🙌🙌ghar par batha to ky kida karne ke zarurat 😂😂😂😂the ab tu bail ke tayarii kar,Are jane dey ye sab teko ab bail ke tayarii kar raising_hands raising_hands raising_hands ghar par batha to ky kida karne ke zarurat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy the ab tu bail ke tayarii kar,Are jane dey ye sab teko ab bail ke tayarii kar raising_hands raising_hands raising_hands ghar par batha to ky kida karne ke zarurat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy the ab tu bail ke tayarii kar
Tune publicity stunt karke udta teer le liya😂😂😂,Tune publicity stunt karke udta teer le liya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Tune publicity stunt karke udta teer le liya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
jail madhe maar khatana ek rap banav,jail madhe maar khatana ek rap banav,jail madhe mar khatana ek rap banav
कश्याला गा गां..... मस्ती करायची rap करून 😂 बस आता बोमलत 😂😂😂,कश्याला गा गां..... मस्ती करायची rap करून face_with_tears_of_joy बस आता बोमलत face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,कश्याला गा गां..... मस्ती करायची rap करून face_with_tears_of_joy बस आता बोमलत face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Are chutiya tujhi sister or brother sobat as kay jhal ast te same video kele aste ka tu publicity sathi BC,Are chutiya tujhi sister or brother sobat as kay jhal ast te same video kele aste ka tu publicity sathi BC,Are chutiya tujhi sister or brother sobat as kay jhal ast te same video kele aste ka tu publicity sathi BC
Ye sab bol raha hai na to video banane se pehale soch na tha. Tujhya gandichi khaajjj punyat aalyavar jail ata,Ye sab bol raha hai na to video banane se pehale soch na tha. Tujhya gandichi khaajjj punyat aalyavar jail ata,ye sab bol raha hai na to video banane se pehale soch na tha. tujhya gandichi khajjj punyat alyavar jail ata
🤣🤣,rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing rolling_on_the_floor_laughing
"Teri bus ki ticket hum sponsor kar dege, par Tu jail jayega jarur","Teri bus ki ticket hum sponsor kar dege, par Tu jail jayega jarur","teri bus ki ticket hum sponsor kar dege, par tu jail jayega jarur"
Taka ya chutiyala pn aat....content creator mhne....nibba hayy tuu nibbaa😂😂😂😂,Taka ya chutiyala pn aat....content creator mhne....nibba hayy tuu nibbaa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Taka ya chutiyala pn aat....content creator mhne....nibba hayy tuu nibbaa face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
tu middle class hai? toh chaa mudale kisi ameer se,tu middle class hai? toh chaa mudale kisi ameer se,tu middle class hai? toh cha mudale kisi ameer se
Sab zhol hai...😂😂😂😂,Sab zhol hai... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Sab zhol hai... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
💩खातान काळल नाही,pile_of_poo खातान काळल नाही,pile_of_poo khaataana kaalala naahee
ह्याचा ओरिजिनल अकाउंट चेक करून कळेल... हा खरं बोलतोय का खोटं..,ह्याचा ओरिजिनल अकाउंट चेक करून कळेल... हा खरं बोलतोय का खोटं..,hyaachaa orijinala akaaunta cheka karoona kalela... haa kharan bolatoya kaa khotan..
Ye advocate ki boli hai samja fuck you full life jail,Ye advocate ki boli hai samja fuck you full life jail,ye advocate ki boli hai samja fuck you full life jail
उत्तर भारतीय लोकं जरा जास्तच वाढलेत पुण्यात... कचरा केलाय.ह्या कांड मधी मेलेले दोघेही उत्तर भारतीय आहेत.,उत्तर भारतीय लोकं जरा जास्तच वाढलेत पुण्यात... कचरा केलाय.ह्या कांड मधी मेलेले दोघेही उत्तर भारतीय आहेत.,uttara bhaarateeya lokan jaraa jaastacha vaadhaleta punyaata... kacharaa kelaaya.hyaa kaanda madhee melele doghehee uttara bhaarateeya aaheta.
तुझ्या आईची भोक आईघाल्या....,तुझ्या आईची भोक आईघाल्या....,tujhyaa aaeechee bhoka aaeeghaalyaa....
ata ghy ghusvun,ata ghy ghusvun,ata ghy ghusvun
All the best .. dusro ko fate mai haath daaalo or,All the best .. dusro ko fate mai haath daaalo or,All the best .. dusro ko fate mai haath daaalo or
300 shabd essay lihun thev bhawa....💀,300 shabd essay lihun thev bhawa.... skull,300 shabd essay lihun thev bhawa.... skull
@its_suhaass_ 😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Billionaire❌ middle class😂😂 17 ki umar  bhai porsche  chala raha hai or uppar se tere pass paisa  nhi hai or tera pass or ek baar mey  daru pey 48k udaa raha hai...😂😂,Billionaire cross_mark middle class face_with_tears_of_joy face_with_tears_of_joy 17 ki umar bhai porsche chala raha hai or uppar se tere pass paisa nhi hai or tera pass or ek baar mey daru pey 48k udaa raha hai... face_with_tears_of_joy face_with_tears_of_joy,Billionaire cross_mark middle class face_with_tears_of_joy face_with_tears_of_joy 17 ki umar bhai porsche chala raha hai or uppar se tere pass paisa nhi hai or tera pass or ek baar mey daru pey 48k udaa raha hai... face_with_tears_of_joy face_with_tears_of_joy
Tu sahihe log chutya he kya kare 😢,Tu sahihe log chutya he kya kare crying_face,tu sahihe log chutya he kya kare crying_face
Content creator ahes tar aukat madhe rahaycha,Content creator ahes tar aukat madhe rahaycha,Content creator ahes tar aukat madhe rahaycha
उडता तिर हैं काही तो घुसे गा ही 😂😂😂😂😂😂😂,उडता तिर हैं काही तो घुसे गा ही face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,उडता तिर हैं काही तो घुसे गा ही face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
तुझ कस झाल पडलेलं दांडक स्वतः स्वतःमध्ये ढकलून घेतले. 😂,तुझ कस झाल पडलेलं दांडक स्वतः स्वतःमध्ये ढकलून घेतले. face_with_tears_of_joy,tujha kasa jhaala padalelan daandaka svatah svatahmadhye dhakaloona ghetale. face_with_tears_of_joy
"Tens mat le, paise nahi honge aane k to police utha k le aayenge. Utna to wo care karte hai tera.","Tens mat le, paise nahi honge aane k to police utha k le aayenge. Utna to wo care karte hai tera.","Tens mat le, paise nahi honge aane k to police utha k le aayenge. Utna to wo care karte hai tera."
gand fatli tevha akkal aali lavdyala 😂😂😂,gand fatli tevha akkal aali lavdyala face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,gand fatli tevha akkal aali lavdyala face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂🤣,face_with_tears_of_joy rolling_on_the_floor_laughing,face_with_tears_of_joy rolling_on_the_floor_laughing
Bhai maa baap change kr le😂😂😂😂😂,Bhai maa baap change kr le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Bhai maa baap change kr le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
LAGTA HAI NASHA UTRA NAHI,LAGTA HAI NASHA UTRA NAHI,LAGTA HAI NASHA UTRA NAHI
Tu konta chngla Kam Kel nahie re Tula addal ghadyala havi konihi boltana vichr karanr,Tu konta chngla Kam Kel nahie re Tula addal ghadyala havi konihi boltana vichr karanr,tu konta chngla kam kel nahie re tula addal ghadyala havi konihi boltana vichr karanr
Tr tu videot to swata ahe asa ka bolt hota chutya😂😂,Tr tu videot to swata ahe asa ka bolt hota chutya face_with_tears_of_joy face_with_tears_of_joy,Tr tu videot to swata ahe asa ka bolt hota chutya face_with_tears_of_joy face_with_tears_of_joy
Tu to gaya re gotya😂 us ladke ki puri bhadas ab tuzpe niklegi😂,Tu to gaya re gotya face_with_tears_of_joy us ladke ki puri bhadas ab tuzpe niklegi face_with_tears_of_joy,Tu to gaya re gotya face_with_tears_of_joy us ladke ki puri bhadas ab tuzpe niklegi face_with_tears_of_joy
Tuzya aaila builder Avadato ka re bhad khau,Tuzya aaila builder Avadato ka re bhad khau,tuzya aila builder aavadato ka re bhad khau
Tere make chut,Tere make chut,Tere make chut
तुझ्या गांडित बांबू घातला पाहिजे,तुझ्या गांडित बांबू घातला पाहिजे,tujhyaa gaandita baanboo ghaatalaa paahije
Tu bola nahi Tera bhut bola,Tu bola nahi Tera bhut bola,tu bola nahi tera bhut bola
Chutiyapa!,Chutiyapa!,chutiyapa!
जमा करा याला सोडू नका..😂😂😂,जमा करा याला सोडू नका.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,जमा करा याला सोडू नका.. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
. 😂😂😂😂😂😂😂😂,. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,. face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😂,face_with_tears_of_joy,face_with_tears_of_joy
🔥,fire,fire
Lay khaj hoti aaighalya tula ..mar ata😂,Lay khaj hoti aaighalya tula ..mar ata face_with_tears_of_joy,Lay khaj hoti aaighalya tula ..mar ata face_with_tears_of_joy
if playing victim card had face.,if playing victim card had face.,if playing victim card had face.
"Bhai tuzhe tr lavde lagle pahije, zalelya goshticha gambhirya nahi tula","Bhai tuzhe tr lavde lagle pahije, zalelya goshticha gambhirya nahi tula","bhai tuzhe tr lavde lagle pahije, zalelya goshticha gambhirya nahi tula"
अबे पण कायले उपटायले केलं तून अस वांग्या,अबे पण कायले उपटायले केलं तून अस वांग्या,abe pana kaayale upataayale kelan toona asa vaangyaa
Salya Content content karun tumhi content ch vatul lavalay,Salya Content content karun tumhi content ch vatul lavalay,salya content content karun tumhi content ch vatul lavalay
Aur karo views ke liye bakchodi😂,Aur karo views ke liye bakchodi face_with_tears_of_joy,Aur karo views ke liye bakchodi face_with_tears_of_joy
Te tr br zhal tu nagpur mdhe nh Kel as ithle police itk bolu Det nh 😂,Te tr br zhal tu nagpur mdhe nh Kel as ithle police itk bolu Det nh face_with_tears_of_joy,Te tr br zhal tu nagpur mdhe nh Kel as ithle police itk bolu Det nh face_with_tears_of_joy
To aaise chutiya jaise Kam nahi krne ka baba😂😂😂,To aaise chutiya jaise Kam nahi krne ka baba face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,To aaise chutiya jaise Kam nahi krne ka baba face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
