Original_Comment,Cleaned_Comment,Transliterated_Comment
Trailer dekh kar jali na jali na 😂😂😂,Trailer dekh kar jali na jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Trailer dekh kar jali na jali na face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Nehru ke liye aaj se respect gayi gand marane... Betichood nehru,Nehru ke liye aaj se respect gayi gand marane... Betichood nehru,nehru ke liye aj se respect gayi gand marane... betichood nehru
Mai to dekhte hue hi 4-5 baar gir gya 😂😂😂,Mai to dekhte hue hi 4-5 baar gir gya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Mai to dekhte hue hi 4-5 baar gir gya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Godi media aapne charche khata khat khata khat,Godi media aapne charche khata khat khata khat,godi media apne charche khata khat khata khat
Must be immediately banned and all that land must go their original owners,Must be immediately banned and all that land must go their original owners,Must be immediately banned and all that land must go their original owners
राज साहेब हिला घ्या एकदा तुमच्या आड्सट्ट्यात....,राज साहेब हिला घ्या एकदा तुमच्या आड्सट्ट्यात....,raaja saaheba hilaa ghyaa ekadaa tumachyaa aadsattyaata....
आव रांडे तू कोणाच्या पोटची आहे हे तुला माहीत आहे का,आव रांडे तू कोणाच्या पोटची आहे हे तुला माहीत आहे का,aava raande too konaachyaa potachee aahe he tulaa maaheeta aahe kaa
Isiliye isane janbujhkar hindu dharm ko target Kiya hai kyunki use pata hai Hindu kuchh nahin kar payega.,Isiliye isane janbujhkar hindu dharm ko target Kiya hai kyunki use pata hai Hindu kuchh nahin kar payega.,eesiliye isane janbujhkar hindu dharm ko target kiya hai kyunki use pata hai hindu kuchh nahin kar payega.
Hain nahi lekin ab jihad fi sabillillah bolne or krne ka time agaya hai ❤️🙌,Hain nahi lekin ab jihad fi sabillillah bolne or krne ka time agaya hai red_heart raising_hands,hain nahi lekin ab jihad fi sabillillah bolne or krne ka time agaya hai red_heart raising_hands
@dhruvrathee dekh be german shephard brain wash ki dukaan !!!!,dekh be german shephard brain wash ki dukaan !!!!,dekh be german shephard brain wash ki dukan !!!!
Kuch nhi bas do tamache  m moot degi 😡,Kuch nhi bas do tamache m moot degi enraged_face,Kuch nhi bas do tamache m moot degi enraged_face
Jb pata na ho tho german Shepherd bokha na kre😂,Jb pata na ho tho german Shepherd bokha na kre face_with_tears_of_joy,Jb pata na ho tho german Shepherd bokha na kre face_with_tears_of_joy
🤣🤣🤣🤣🤣🤣 🦉🦉🦉🦉🦉,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing owl owl owl owl owl,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing owl owl owl owl owl
This is Why Indian Media Ranking at #161 out of #180 😴,This is Why Indian Media Ranking at #161 out of #180 sleeping_face,This is Why Indian Media Ranking at #161 out of #180 sleeping_face
Are ooo bh*n k lo**** tere jije lage k ye,Are ooo bh*n k lo**** tere jije lage k ye,aare ooo bh*n k lo**** tere jije lage k ye
रावन ची बहीन भेटली रे शुर्पनखा 🤭🤣,रावन ची बहीन भेटली रे शुर्पनखा face_with_hand_over_mouth rolling_on_the_floor_laughing,रावन ची बहीन भेटली रे शुर्पनखा face_with_hand_over_mouth rolling_on_the_floor_laughing
तुम्हारा अब्बू जान ने कुछ नहीं किया क्या,तुम्हारा अब्बू जान ने कुछ नहीं किया क्या,tumhaaraa abboo jaana ne kucha naheen kiyaa kyaa
June ke month mai April fool bn gye 😂,June ke month mai April fool bn gye face_with_tears_of_joy,June ke month mai April fool bn gye face_with_tears_of_joy
Ye rand kiti nich aahes hi bai udhav chya tondatun boltey.udhav thu tuja jindgiwar,Ye rand kiti nich aahes hi bai udhav chya tondatun boltey.udhav thu tuja jindgiwar,ye rand kiti nich ahes hi bai udhav chya tondatun boltey.udhav thu tuja jindgiwar
😂😂😂😂😂😂😂😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Mazaak Kiya Tha Rahul Gandhi Ne😂🤣🤣,Mazaak Kiya Tha Rahul Gandhi Ne face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Mazaak Kiya Tha Rahul Gandhi Ne face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Ha yar hijada hai 😡😡😡😡,Ha yar hijada hai enraged_face enraged_face enraged_face enraged_face,ha yar hijada hai enraged_face enraged_face enraged_face enraged_face
Or dar ki ma ki cuet 😂😂😂,Or dar ki ma ki cuet face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Or dar ki ma ki cuet face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
यह सिर्फ मुस्लिम महिलाएं हैं आप ऐसा बात मत कियाकीजिए,यह सिर्फ मुस्लिम महिलाएं हैं आप ऐसा बात मत कियाकीजिए,yaha sirpha muslima mahilaaen hain aapa aisaa baata mata kiyaakeejie
रनढी को बोलो हम से मिले,रनढी को बोलो हम से मिले,ranadhee ko bolo hama se mile
@dhruvrathee pahle tho padle bs✅k,pahle tho padle bs check_mark_button k,pahle tho padle bs check_mark_button k
Tum log itna chutiya kaise ho sakte ho,Tum log itna chutiya kaise ho sakte ho,tum log itna chutiya kaise ho sakte ho
Aap Knaolqdge ki dag deni padegi 😂😂😂😂 kaha kaha gumke aaye ho 😂,Aap Knaolqdge ki dag deni padegi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kaha kaha gumke aaye ho face_with_tears_of_joy,Aap Knaolqdge ki dag deni padegi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy kaha kaha gumke aaye ho face_with_tears_of_joy
Eat 5 star ⭐ & Mountain dew= darhh ki ma ki chood....😂😉,Eat 5 star star & Mountain dew= darhh ki ma ki chood.... face_with_tears_of_joy winking_face,Eat 5 star star & Mountain dew= darhh ki ma ki chood.... face_with_tears_of_joy winking_face
इन्ही कारणों से हमने तो उत्तराखंड कांग्रेस का खटाखट खटाखट सफाया कर दिया है 😂,इन्ही कारणों से हमने तो उत्तराखंड कांग्रेस का खटाखट खटाखट सफाया कर दिया है face_with_tears_of_joy,inhee kaaranon se hamane to uttaraakhanda kaangresa kaa khataakhata khataakhata saphaayaa kara diyaa hai face_with_tears_of_joy
Seating chief minister ka matalab nhi jante bjp andhbhakt 😂,Seating chief minister ka matalab nhi jante bjp andhbhakt face_with_tears_of_joy,Seating chief minister ka matalab nhi jante bjp andhbhakt face_with_tears_of_joy
Hi chukun paida zali like kra😂😂,Hi chukun paida zali like kra face_with_tears_of_joy face_with_tears_of_joy,Hi chukun paida zali like kra face_with_tears_of_joy face_with_tears_of_joy
Ja tere mamu aye hai..tujhe chodne aye hai😂😂😂😂,Ja tere mamu aye hai..tujhe chodne aye hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Ja tere mamu aye hai..tujhe chodne aye hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Yer khud hiiii raste kii paidaish hogi..... 🐖 ki aulad hogi......,Yer khud hiiii raste kii paidaish hogi..... pig ki aulad hogi......,yer khud hii raste ki paidaish hogi..... pig ki aulad hogi......
Mataye behno se gujarish hai bina paise liye wapas nahi hatna 🙏🙏🙏,Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands,Mataye behno se gujarish hai bina paise liye wapas nahi hatna folded_hands folded_hands folded_hands
Dekho dosto humare desh mein neta se jyada yeh Zaherili media zaher ghool Rahi hai.......,Dekho dosto humare desh mein neta se jyada yeh Zaherili media zaher ghool Rahi hai.......,dekho dosto humare desh mein neta se jyada yeh zaherili media zaher ghool rahi hai.......
Hamlog chutiye he a dek rahe ho .😅,Hamlog chutiye he a dek rahe ho . grinning_face_with_sweat,Hamlog chutiye he a dek rahe ho . grinning_face_with_sweat
Dekh le mansikta madharcodon ki Wah beta 👏,Dekh le mansikta madharcodon ki Wah beta clapping_hands,dekh le mansikta madharcodon ki wah beta clapping_hands
ab modi kya kar raha sirf foreigner chodne Jata Hai Sala,ab modi kya kar raha sirf foreigner chodne Jata Hai Sala,ab modi kya kar raha sirf foreigner chodne jata hai sala
दाना टाकून घोडा उडवून घेतलास चांगलाच निस्तर आता तुझं तु...रॅप करतोय😂,दाना टाकून घोडा उडवून घेतलास चांगलाच निस्तर आता तुझं तु...रॅप करतोय face_with_tears_of_joy,daanaa taakoona ghodaa udavoona ghetalaasa chaangalaacha nistara aataa tujhan tu...ra.cpa karatoya face_with_tears_of_joy
@tejashvi_yadav1222 kyo teri maki chil kave le gaye kya 😂😂,kyo teri maki chil kave le gaye kya face_with_tears_of_joy face_with_tears_of_joy,kyo teri maki chil kave le gaye kya face_with_tears_of_joy face_with_tears_of_joy
Gravity gai maa chuda ne aysi koi chiz hi nhi hoti...🤡,Gravity gai maa chuda ne aysi koi chiz hi nhi hoti... clown_face,gravity gai ma chuda ne aysi koi chiz hi nhi hoti... clown_face
Aur do  chorwa log ko vote 😂,Aur do chorwa log ko vote face_with_tears_of_joy,Aur do chorwa log ko vote face_with_tears_of_joy
Public ko q bhrka raha hai,Public ko q bhrka raha hai,public ko q bhrka raha hai
"सुधांशु be like_ Tere bas ki baat nhi 
Baap ko bula",सुधांशु be like_ Tere bas ki baat nhi Baap ko bula,sudhaanshu be like_ tere bas ki bat nhi bap ko bula
Dhruv Rathi wo t talk about this why ?? He would be quiet 🤫 or ye secular Hindus ji dhurv Rathi ko maan te hai ye dekh lo Aise hi desh ko duba denge minorities Khatre mei hai ye hai inka khatra 🤡,Dhruv Rathi wo t talk about this why ?? He would be quiet shushing_face or ye secular Hindus ji dhurv Rathi ko maan te hai ye dekh lo Aise hi desh ko duba denge minorities Khatre mei hai ye hai inka khatra clown_face,Dhruv Rathi wo t talk about this why ?? He would be quiet shushing_face or ye secular Hindus ji dhurv Rathi ko maan te hai ye dekh lo Aise hi desh ko duba denge minorities Khatre mei hai ye hai inka khatra clown_face
Script proper ni thi educated peoples ki 😂😂,Script proper ni thi educated peoples ki face_with_tears_of_joy face_with_tears_of_joy,Script proper ni thi educated peoples ki face_with_tears_of_joy face_with_tears_of_joy
Madhirchod  can’t show power in home land 😂😂😂 india🗿,Madhirchod can’t show power in home land face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy india moai,Madhirchod can’t show power in home land face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy india moai
Fake News 2022 main BJP ke hote hue aaisa ho sakta hai kya? 😂,Fake News 2022 main BJP ke hote hue aaisa ho sakta hai kya? face_with_tears_of_joy,Fake News 2022 main BJP ke hote hue aaisa ho sakta hai kya? face_with_tears_of_joy
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,India India India India India India,eendia eendia eendia eendia eendia eendia
😂😂😂😂😂😂 shi khela,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy shi khela,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy shi khela
Jay shree Ram 🚩🚩🚩😡😡😡😡😡. Follow me Ram Ram,Jay shree Ram triangular_flag triangular_flag triangular_flag enraged_face enraged_face enraged_face enraged_face enraged_face . Follow me Ram Ram,Jay shree Ram triangular_flag triangular_flag triangular_flag enraged_face enraged_face enraged_face enraged_face enraged_face . Follow me Ram Ram
😂😂😂😂याला boltat🥰बेअक्कल लोग....,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy याला boltat smiling_face_with_hearts बेअक्कल लोग....,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy याला boltat smiling_face_with_hearts बेअक्कल लोग....
कब अंधभक्तों वो बोल रहा है पहली बार कोई sitting CM तुम लोग जिनका नाम बता रहे हो एक भी CM नही है ध्रुव राठी फैक्ट बताता है पर तुम लोग BJP के झूठ में बहुत खुश हो चाहे मार जाओगे किसी को मार डोज पर सच नही सुन पा रहे क्योंकि मोदी फंस जाएगा सच से,कब अंधभक्तों वो बोल रहा है पहली बार कोई sitting CM तुम लोग जिनका नाम बता रहे हो एक भी CM नही है ध्रुव राठी फैक्ट बताता है पर तुम लोग BJP के झूठ में बहुत खुश हो चाहे मार जाओगे किसी को मार डोज पर सच नही सुन पा रहे क्योंकि मोदी फंस जाएगा सच से,kaba andhabhakton vo bola rahaa hai pahalee baara koee sitting cn tuma loga jinakaa naama bataa rahe ho eka bhee cn nahee hai dhruva raathee phaikta bataataa hai para tuma loga bjp ke jhootha men bahuta khusha ho chaahe maara jaaoge kisee ko maara doja para sacha nahee suna paa rahe kyonki modee phansa jaaegaa sacha se
Jai shree ram ❤️🚩🚩,Jai shree ram red_heart triangular_flag triangular_flag,Jai shree ram red_heart triangular_flag triangular_flag
Bike crash❎ truck crash ✅,Bike crash cross_mark_button truck crash check_mark_button,Bike crash cross_mark_button truck crash check_mark_button
Proud To be Muslim vale kidhar gye 😂😂,Proud To be Muslim vale kidhar gye face_with_tears_of_joy face_with_tears_of_joy,Proud To be Muslim vale kidhar gye face_with_tears_of_joy face_with_tears_of_joy
Kisi v desh da Flag eda nhi krna chaida...twada haq apni jgha eda krna glt aa,Kisi v desh da Flag eda nhi krna chaida...twada haq apni jgha eda krna glt aa,kisi v desh da flag eda nhi krna chaida...twada haq apni jgha eda krna glt a
यूपी ❌ मिनी पाकिस्तान ✅💯,यूपी cross_mark मिनी पाकिस्तान check_mark_button hundred_points,यूपी cross_mark मिनी पाकिस्तान check_mark_button hundred_points
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,India India India India India India India India India India India India India India India,eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia
Acch tho hm bhi bolnge aurangzeb aya tha thoda tha aur yeh bhi yd dilayenge ki kase hmne liya tha 🔥🔥❤️,Acch tho hm bhi bolnge aurangzeb aya tha thoda tha aur yeh bhi yd dilayenge ki kase hmne liya tha fire fire red_heart,Acch tho hm bhi bolnge aurangzeb aya tha thoda tha aur yeh bhi yd dilayenge ki kase hmne liya tha fire fire red_heart
sbb pura duniya me bheek mangege 🤣,sbb pura duniya me bheek mangege rolling_on_the_floor_laughing,sbb pura duniya me bheek mangege rolling_on_the_floor_laughing
Jai shree Ram didi 🚩😎,Jai shree Ram didi triangular_flag smiling_face_with_sunglasses,Jai shree Ram didi triangular_flag smiling_face_with_sunglasses
Bhaiii ye kya hora hai bhaii 🙂🙂🙂,Bhaiii ye kya hora hai bhaii slightly_smiling_face slightly_smiling_face slightly_smiling_face,Bhaiii ye kya hora hai bhaii slightly_smiling_face slightly_smiling_face slightly_smiling_face
79.8% hindus  and 14.2 % muslim ohh jese hindus toh kr hi nhi rhe bache,79.8% hindus and 14.2 % muslim ohh jese hindus toh kr hi nhi rhe bache,79.8% hindus and 14.2 % muslim ohh jese hindus toh kr hi nhi rhe bache
Khonsa hakk Bhai ??? Shakal na dikhane ki ???,Khonsa hakk Bhai ??? Shakal na dikhane ki ???,khonsa hakk bhai ??? shakal na dikhane ki ???
Are bhai jo banda truck ka baada nahi de sakta vo janta ko kya ghanta degaa sala jhutha pappu,Are bhai jo banda truck ka baada nahi de sakta vo janta ko kya ghanta degaa sala jhutha pappu,aare bhai jo banda truck ka bada nahi de sakta vo janta ko kya ghanta dega sala jhutha pappu
Gand fad diye bhaiya ji 🔥,Gand fad diye bhaiya ji fire,gand fad diye bhaiya ji fire
Barabar hai Condom sirf ling par hi lagate hai fir oh kisika bhi q na ho,Barabar hai Condom sirf ling par hi lagate hai fir oh kisika bhi q na ho,barabar hai condom sirf ling par hi lagate hai fir oh kisika bhi q na ho
Scrap it before it’s too late,Scrap it before it’s too late,Scrap it before it’s too late
Dhruv be like - meri Ga**d fat gyi🤣🤣,Dhruv be like - meri Ga**d fat gyi rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Dhruv be like - meri Ga**d fat gyi rolling_on_the_floor_laughing rolling_on_the_floor_laughing
@dhruvrathee  is takle ki bhi m** ch**d do 😂😂😂,is takle ki bhi m** ch**d do face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,is takle ki bhi m** ch**d do face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Jab jitaya nahe to kesa pesa 🤨,Jab jitaya nahe to kesa pesa face_with_raised_eyebrow,jab jitaya nahe to kesa pesa face_with_raised_eyebrow
"ऐसे ही अभी तक 70 साल, कांग्रेस ने गरीब दलित पिछड़ी प्रजा को उल्लू बनाकर राज किया था। इनको बरगलाने का काम किया, अब यह चलने वाला नहीं है। ऐसा कोई बचा नहीं जिसको कांग्रेस ने ठगा नहीं। समझ जाओ हिंदुस्तान वालों। इनसे कुछ हो ना पायेगा, सिर्फ झूठ झूठ फैलाने का काम करते हैं।।😡😢🤣😂","ऐसे ही अभी तक 70 साल, कांग्रेस ने गरीब दलित पिछड़ी प्रजा को उल्लू बनाकर राज किया था। इनको बरगलाने का काम किया, अब यह चलने वाला नहीं है। ऐसा कोई बचा नहीं जिसको कांग्रेस ने ठगा नहीं। समझ जाओ हिंदुस्तान वालों। इनसे कुछ हो ना पायेगा, सिर्फ झूठ झूठ फैलाने का काम करते हैं।। enraged_face crying_face rolling_on_the_floor_laughing face_with_tears_of_joy","aise hee abhee taka 70 saala, kaangresa ne gareeba dalita picha.dee prajaa ko ulloo banaakara raaja kiyaa thaa| inako baragalaane kaa kaama kiyaa, aba yaha chalane vaalaa naheen hai| aisaa koee bachaa naheen jisako kaangresa ne thagaa naheen| samajha jaao hindustaana vaalon| inase kucha ho naa paayegaa, sirpha jhootha jhootha phailaane kaa kaama karate hain|| enraged_face crying_face rolling_on_the_floor_laughing face_with_tears_of_joy"
😡😡😡😡😡😡,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face
Jay siya ram 🛕🙌 or sun jada ni bolte h ok,Jay siya ram hindu_temple raising_hands or sun jada ni bolte h ok,jay siya ram hindu_temple raising_hands or sun jada ni bolte h ok
तुह्या मायची पुची ८ फुट उच्ची,तुह्या मायची पुची ८ फुट उच्ची,tuhyaa maayachee puchee 8 phuta uchchee
Mountain Dew dar ki ma.... 🗿,Mountain Dew dar ki ma.... moai,nountain dew dar ki ma.... moai
Hnn bhai ab nhi bolega uneducated logo ko kuch nhi pta💀,Hnn bhai ab nhi bolega uneducated logo ko kuch nhi pta skull,hnn bhai ab nhi bolega uneducated logo ko kuch nhi pta skull
@hardeep_singh__333 jha jiti h vhi dedo 😢😂,jha jiti h vhi dedo crying_face face_with_tears_of_joy,jha jiti h vhi dedo crying_face face_with_tears_of_joy
Koi Nhi madam jab time aaega sab ek sath le lenge Tenshn nhi lene ka 😂😂😂 JSR ❤️,Koi Nhi madam jab time aaega sab ek sath le lenge Tenshn nhi lene ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy JSR red_heart,Koi Nhi madam jab time aaega sab ek sath le lenge Tenshn nhi lene ka face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy JSR red_heart
Isliye ladkiyo ko ghr maii kaam k liye rakha hota hhh,Isliye ladkiyo ko ghr maii kaam k liye rakha hota hhh,eesliye ladkiyo ko ghr mai kam k liye rakha hota hhh
😡😡😡😡😡😡😡😡😡😡😡😡,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face
Dhurub ki maa ki gand me chodna he yr 😂😂😂,Dhurub ki maa ki gand me chodna he yr face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Dhurub ki maa ki gand me chodna he yr face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Newton is crying in the corner,Newton is crying in the corner,Newton is crying in the corner
Chutiye log h ye godi media itni si bheed me fat gai inki😂,Chutiye log h ye godi media itni si bheed me fat gai inki face_with_tears_of_joy,Chutiye log h ye godi media itni si bheed me fat gai inki face_with_tears_of_joy
डर के आगे जीत है ✅✅✅,डर के आगे जीत है check_mark_button check_mark_button check_mark_button,डर के आगे जीत है check_mark_button check_mark_button check_mark_button
Do nothing + dar ke age jit hai✅🤣,Do nothing + dar ke age jit hai check_mark_button rolling_on_the_floor_laughing,Do nothing + dar ke age jit hai check_mark_button rolling_on_the_floor_laughing
Dar ki maa ki chut ✅🤣🤣🤣🤣🤣,Dar ki maa ki chut check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Dar ki maa ki chut check_mark_button rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
Chadar wale ke liye itni sari property 😂,Chadar wale ke liye itni sari property face_with_tears_of_joy,Chadar wale ke liye itni sari property face_with_tears_of_joy
5star + mountain dew= dar ki ma ki chut✅,5star + mountain dew= dar ki ma ki chut check_mark_button,5star + mountain dew= dar ki ma ki chut check_mark_button
Jay shree ram 😍😍😍😍😍😍,Jay shree ram smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,Jay shree ram smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes
।। जय श्री राम।। अब बारी हैं काशी और मथुरा।।,।। जय श्री राम।। अब बारी हैं काशी और मथुरा।।,|| jaya shree raama|| aba baaree hain kaashee aura mathuraa||
@yogi_rajput01 😂😂wrong word using as q curse word😂,face_with_tears_of_joy face_with_tears_of_joy wrong word using as q curse word face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy wrong word using as q curse word face_with_tears_of_joy
Ye kuch jyda preshn lag rha h😂😂,Ye kuch jyda preshn lag rha h face_with_tears_of_joy face_with_tears_of_joy,Ye kuch jyda preshn lag rha h face_with_tears_of_joy face_with_tears_of_joy
Gravity ki maa ki ch** 😂😂😂😂,Gravity ki maa ki ch** face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Gravity ki maa ki ch** face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Aai bapachi jara tari ijjat theva .....udya nagdyane video banva,Aai bapachi jara tari ijjat theva .....udya nagdyane video banva,aaai bapachi jara tari ijjat theva .....udya nagdyane video banva
Tu juth gyan mat dey tu india aaja  1 bar fir dekh logo ko gumrah kanre k leye tuje bhi jel hi Jana h,Tu juth gyan mat dey tu india aaja 1 bar fir dekh logo ko gumrah kanre k leye tuje bhi jel hi Jana h,tu juth gyan mat dey tu india aja 1 bar fir dekh logo ko gumrah kanre k leye tuje bhi jel hi jana h
Eat 5 Star Do Nothing 🥰,Eat 5 Star Do Nothing smiling_face_with_hearts,Eat 5 Star Do Nothing smiling_face_with_hearts
😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Ha ja apni beti bhi chhod de,Ha ja apni beti bhi chhod de,ha ja apni beti bhi chhod de
Apne baap se bhi aise baat karta hoga..,Apne baap se bhi aise baat karta hoga..,aapne bap se bhi aise bat karta hoga..
Film ki bhi ma bahan kr di,Film ki bhi ma bahan kr di,film ki bhi ma bahan kr di
Kuch mat karo dar ke aage jit hai,Kuch mat karo dar ke aage jit hai,kuch mat karo dar ke age jit hai
लवड्या खिचडी भात खाऊन गांड दाबून घरात बसायचं ना कशाला झवते गाढव अंगावर घेतले तू,लवड्या खिचडी भात खाऊन गांड दाबून घरात बसायचं ना कशाला झवते गाढव अंगावर घेतले तू,lavadyaa khichadee bhaata khaaoona gaanda daaboona gharaata basaayachan naa kashaalaa jhavate gaadhava angaavara ghetale too
Bhai be like as if he has infinity ♾️ lives,Bhai be like as if he has infinity infinity lives,Bhai be like as if he has infinity infinity lives
👏👏👏👏👏👏👏,clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands
Jai shree ram ❤️🕉️❤️,Jai shree ram red_heart om red_heart,Jai shree ram red_heart om red_heart
😂😂😂😂😂😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
😡😡😡😡😡😡😡,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face
Ye act ko remove karna chahiye,Ye act ko remove karna chahiye,ye act ko remove karna chahiye
Arre yha to Congress का office hua tha😂😂,Arre yha to Congress का office hua tha face_with_tears_of_joy face_with_tears_of_joy,Arre yha to Congress का office hua tha face_with_tears_of_joy face_with_tears_of_joy
