comment,label
"Relatives poochte hain beta career plan kya hai, jaise unke paas NASA ka joining letter ready pada ho. Thank you concern ke liye! 🙏😒 #FamilyDrama",sarcastic
"Diet start ki thi, but raat ke 2 baje maggi ka packet mujhe aawaz de raha hai. Resist karoon ya surrender? 🤤🍜 #MidnightCravings",non_sarcastic
"Aaj mom ke saath shopping pe gaya, pata nahi chala kab poora din beet gaya. Family time best hota hai! 🛍️❤️",non_sarcastic
"Kuch logon ke WhatsApp status se zyada complicated toh mera math ka homework hai. Kuch samajh nahi aa raha hai, bhai! 📚😅 #StudentLife",sarcastic
"Kisi ne kaha tha coding seekh lo, bahut easy hai. Ab loops aur errors ke saath wrestling kar raha hoon. Kya easy hai yaar! 🖥️🥲 #Programming",sarcastic
"Bhai kehte hain ki subah jaldi utha karo, aur khud dopahar tak so rahe hain. Inspiration ho toh aisi! 😂 #RoleModel",sarcastic
Weekend pe friends ke saath cricket match hai. Excitement levels toh abhi se high ho rahe hain! 🏏😃,non_sarcastic
Exam kal hai aur syllabus abhi aadha bhi complete nahi hua hai. Panic mode activated! 📚😰 #StudentLife,non_sarcastic
Jab ATM ki sabse zyada zarurat hoti hai tabhi 'out of service' likha milta hai. Perfect timing! 💳🤦‍♂️,sarcastic
WiFi wale bhaiya ne bola speed badha di hai. Ab buffering ka circle HD mein dikh raha hai. Thank you bhaiya! 🙄 #InternetIssues,sarcastic
"Abhi coffee break liya hai office mein, productivity booster mil gaya mujhe toh! ☕⚡ #OfficeLife",non_sarcastic
"Sunday ko ghar ki safai ka task mila hai, lag raha hai pura din isi mein jayega. Weekend plans gaya tel lene! 🧹😩",non_sarcastic
"Log bol rahe hain pyaaz ka price normal ho gaya hai, aur main abhi bhi gold ke rate pe khareed raha hoon. Yeh market mere against hai kya? 🧅💰",sarcastic
"Friend bole 5 min mein aa raha hoon, matlab samajh jao minimum ek ghanta. Yeh kaisi timezone mein rehta hai? ⏰😒 #DesiTiming",sarcastic
Aaj birthday hai aur social media pe wishes ki baarish ho rahi hai. Feeling super special! 🎉🥰 #Grateful,non_sarcastic
Boss ne finally leave approve kar di hai. Trip planning shuru karo! ✈️😄 #VacationTime,non_sarcastic
"Pata nahi log Instagram pe life quotes dal ke kya prove karna chahte hain, jaise sab ke sab philosophers hain. Bas kar bhai Plato ki aulaad! 🙄📜",sarcastic
"Sab bol rahe hain weather kitna pleasant hai, main akela hoon jo garmi mein melt ho raha hoon kya? 🥵☀️ #FeelingHot",sarcastic
Kal raat PUBG mein chicken dinner hua finally! Bhai kya mast feeling thi—saala mazaa aa gaya! 🎮🔥 #GamerLife,non_sarcastic
"New shoes kharide hain, pehli baar pahante hi baarish shuru. Kismat meri enemy bani hui hai kya? 👟🌧️",non_sarcastic
Roommate ka playlist aisa hai ki usse torture karne ke liye CIA recruit kar sakti hai. Itna ghatiya taste laate kahaan se ho bhai? 🎧🤦‍♂️,sarcastic
Phone ki battery itni tez drain ho rahi hai jaise Olympic mein gold jeetna ho. Kya performance hai! 📱🏅 #TechLife,sarcastic
"Aaj gym mein deadlift PR hit kiya hai. Full beast mode activated, aur ab kamar dard bhi saath mein mila free mein! 💪😅 #FitnessJourney",non_sarcastic
"Ek ghante se UPI server down hai, payment nahi ho rahi. Kuch kaam time pe ho jaye toh surprise lagega. 😕💸",non_sarcastic
"Indian news channels ko dekh ke lagta hai alien invasion bas 5 min mein ho jayega. Relax karo bhai, duniya kal bhi thi aur kal bhi rahegi! 🛸📺",sarcastic
Auto wale bhaiya ka meter aise bhaag raha hai jaise kisi Formula-1 race mein participate kar raha ho. Kaafi talent hai! 🛺💨 #CommuteProblems,sarcastic
Crypto mein invest kar ke finally achha return mila hai. Dogecoin meri jaan—sabka baap nikla tu! 🚀🐕 #CryptoLife,non_sarcastic
"Aaj pehli baar office jaldi pohanch gaya hoon. Proud feeling, khud ko reward karna toh banta hai! 🏆😊 #SmallWins",non_sarcastic
"Dost ne kaha Goa trip pe sasta jugaad hai, pahunch ke pata chala room mein paani bhi nahi hai. BC, kya hi jugaad lagaya hai bande ne! 🏖️😂",sarcastic
"Dukan wala free mein dhaniya nahi de raha hai, ab gharwale sochenge main negotiation mein fail ho gaya hoon. Prestige issue ban gaya! 😅🌿",sarcastic
"Bike ride karte waqt gaadi wale uncle ne side maar di, saala jaan nikal gayi ekdum. Bach gaya is baar! 🏍️😵‍💫 #CloseCall",non_sarcastic
Morning walk ki aadat ban rahi hai dheere-dheere. Ek healthy routine finally shuru! 🚶‍♂️🍃 #FitnessGoals,non_sarcastic
"Online dating apps pe sabke sab traveller, foodie, photographer hain. Office mein Excel bharte hain aur bio mein wanderlust likhte hain. Kya mast zindagi hai bhai! 😂📱",sarcastic
Zindagi mein ek hi kaam regular karta hoon—alarm snooze karna. Consistency ho toh aisi! ⏰🙃 #LifeGoals,sarcastic
"Yeh iPhone wale dost aise behave karte hain jaise NASA ka satellite operate kar rahe ho. Relax kar, teri aukaat bas selfie lene ki hai! 📱😂",sarcastic
Salary credit hui nahi ki credit card wale calls karna shuru. BC saans toh lene do! 💳😤,non_sarcastic
Sharma ji ka beta Harvard gaya hai toh kya hua? Main bhi YouTube se skills seekh raha hoon. Same hi hai na bro! 😏🎓,sarcastic
Kal Tinder pe finally decent match mila hai. Dua karo scam na nikle! 🙏📲 #DatingLife,non_sarcastic
"Gym jaake ek set maarne ke baad hi selfies lene wale bhaiya—exercise bhi kar lo be bc, membership paisa vasool ho jayega! 💪📸",sarcastic
Office se resign karne ke baad alag hi level ka satisfaction hai. Freedom feel kar raha hoon bro! 😎🖕 #CareerGoals,non_sarcastic
"Insta pe ladkiyon ke DM mein 'Hi dear' waale uncle—bas kar lo uncle, apne grandkids sambhalo yaar! 📥👴",sarcastic
Traffic mein bike leke nikalna matlab roz maut ka tamasha. BC log aankh band karke chalate hain kya? 🏍️🤬,non_sarcastic
"Influencer log detox juice pi ke bata rahe hain 'how to be happy'. Paise aur followers hata ke dikhao, khud depressed ho jaoge! 🥤🤡",sarcastic
Stock market mein invest karna seekh raha hoon. Sensex aur Nifty ke sapne aate hain ab mujhe toh! 📈💸 #InvestorLife,non_sarcastic
"Roommate bolta hai bas 2 peg piyunga, fir bottle khatam karta hai. Abey daru hai ya nimbu paani? 🍻🤣",sarcastic
Raat bhar coding karne ke baad bhi project complete nahi hua. Ab sirf chai hi sahara hai! ☕🥲 #DevLife,non_sarcastic
"HR wale bol rahe hain 'office mein family jaise environment hai.' Ha bhai, roz ghar mein bhi mental torture hota hai kya? 😑🏢",sarcastic
"Spotify premium finally le liya hai, ads ka torture khatam hua. Paise vasool! 🎶✨",non_sarcastic
"Train mein log window seat capture karke aise sote hain jaise ghar ka sofa ho. Saale uth ja, ticket maine bhi liya hai! 🚉😒",sarcastic
Aaj ka exam surprisingly easy tha. Itni khushi toh breakup hone pe bhi nahi hui thi! 📝😁 #StudentLife,non_sarcastic
Kuch ladke bio mein entrepreneur likh dete hain aur reality mein sirf papaji ke paise se ghoom rahe hote hain. Kya mast entrepreneurship hai! 💼😂,sarcastic
IPL mein RCB ne finally jeeta match. Dil garden garden ho gaya yaar! 🏏❤️ #RCBFan,non_sarcastic
"Shaadi mein aunties pooch rahi hain beta shaadi kab karoge, jaise mere liye ladki lekar aayi ho. Arrange kar do phir yaar! 💍🙃",sarcastic
"Zomato se aaj khana late aaya, but compensation mein coupon mil gaya. Customer service OP hai! 🍔👌",non_sarcastic
"Public toilet mein bhi motivational quotes likhne wale—bhai bc, kaha kaha inspiration dena chahta hai tu? 🚽🤣",sarcastic
"Crypto mein invest karke sab sikha—patience, risk, aur gaaliyan bhi dena. Bahut practical learning hai bro! ₿📉",non_sarcastic
Desi parents ko har problem ka solution almond khilane mein dikhta hai. Career mein failure hua? Badam khao beta! 🥜😂,sarcastic
"Laptop submit karne ki date aa gayi, aur saala data backup karna bhool gaya. Ab lag gayi solid wali! 💻😨",non_sarcastic
Office ki meeting mein log aise nod karte hain jaise sab samajh aa raha ho. Baad mein WhatsApp pe pooch rahe hote hain 'yeh chal kya raha hai?' 🤦‍♂️💬,sarcastic
Raat ko mom ke haath ka rajma-chawal mil jaye toh zindagi set hai boss! 🍛😍,non_sarcastic
Petrol price dekh kar aisa lagta hai gaadi chalane ke liye kidney bechni padegi. Kya bc din aa gaye hain! ⛽💸,sarcastic
"Dukaan wale uncle se dosti karli hai, extra discount ab guaranteed hai! 🤝😌 #LifeHack",non_sarcastic
"Kuch log Instagram story pe coffee ke saath book rakh ke intellectual ban rahe hain, reality mein Chetan Bhagat bhi padha nahi jaata inse. 📖☕😏",sarcastic
Subah-subah sutta aur chai ki jodi matlab heaven ki feeling—ekdum mood set kar deti hai boss! 🚬☕😇,non_sarcastic
"Bhai, tu toh pura genius hai yaar, saala Einstein bhi fail ho jaaye! 🧠💥",sarcastic
"Weather aaj mast hai, bas thodi si garmi ki kami hai, bhenchod! 🌞😒",sarcastic
"Party mein log itne chill the, dil se maja aa gaya, yaar! 🥳✨",non_sarcastic
"Arre boss ne increment diya, ab toh zindagi jhingalala ho gayi! 😂🙏",sarcastic
"Yeh film ka end dekh ke rona aa gaya, bhai, kya emotional chutiyapa tha! 😭🎬",non_sarcastic
"Tu toh next level ka smart hai, saale, Nobel prize pakka tera! 🏆🤓",sarcastic
"Wah Modi ji, economy ko aise uchhal diya, Nobel prize pakka! 😂",sarcastic
"Bhai, yeh T20 match mein India ka performance dekh ke dil khush ho gaya! 🔥",non_sarcastic
"Arre yaar, metro mein itni bheed, feels like sardines in a can! 🐟",sarcastic
"Dost ki shaadi mein khana itna tasty tha, pet bhar gaya! 😋",non_sarcastic
"Traffic mein phas gaya, ab toh ghar jaisa lagta hai! 🏠",sarcastic
"Yeh new iPhone launch dekh ke, lage raho Apple, hum toh gareeb hi rahenge! 📱",sarcastic
"Girlfriend ne surprise dinner plan kiya, she’s the best yaar! ❤️",non_sarcastic
"Boss ne salary increment diya, ab toh crore-pati ban jayenge! 💼",sarcastic
"Gym mein workout karke, body ban rahi hai, feeling awesome! 💪",non_sarcastic
"Neighbor ka dog raat bhar bhonkta hai, pura orchestra free mein! 🎵",sarcastic
"Monsoon mein barish dekh ke, dil garden garden ho gaya! 🌧️",non_sarcastic
"Social media pe log itne woke, mujhe toh sone de yaar! 😴",sarcastic
"Mom ke haath ka khana khaaya, dil aur pet dono full! 🍛",non_sarcastic
"Electricity bill aaya, lage raho government, hum toh barbaad ho gaye! 💡",sarcastic
"Friend ne nayi bike li, ab toh masti ka plan pakka! 🏍️",non_sarcastic
"Online classes mein padhai, bhai kitna knowledge aa raha hai! 📚",sarcastic
"Colleague ne presentation banaya, pura team ka dil jeet liya! 🤝",non_sarcastic
"Boss ne weekend pe kaam diya, kitna pyara surprise hai! 😒",sarcastic
"Bhai ne exam clear kiya, ab toh party mangta hai! 🏆",non_sarcastic
"Office ka Wi-Fi itna fast, Netflix bhi chala sakte hain! 💻",sarcastic
"Yeh movie ka climax dekh ke, Oscar milna chahiye tha! 🎬",sarcastic
"Bhai ne short film banaya, pura family proud hai! 🎥",non_sarcastic
"Inflation dekh ke, ab toh Ambani se competition karenge! 💸",sarcastic
"Dost ne ghar pe biryani banayi, taste mein dhamaka! 🍲",non_sarcastic
"Bus mein safar kiya, five-star luxury ka mazza aa gaya! 🚍",sarcastic
"Celeb ka new haircut, fashion ka naya devta ban gaya! 👶",sarcastic
"Dad ne guitar bajaya, pura rockstar wala scene tha! 🎸",non_sarcastic
"Government ka new tax, ab toh savings ka sapna sach ho gaya! 💰",sarcastic
"Behen ne dance competition jeeta, ghar mein khushi ka mahaul! 💃",non_sarcastic
"Net speed dekh ke, lage raho Jio, hum toh 5G ke sapne dekh rahe! 🌐",sarcastic
"BC kal se meeting postpone ho rahi hai, aaj bhi ‘urgent’ nahi hui. Kitna professional hai yaar! #CorporateJokes 😒",sarcastic
"New phone launch hua, specs dekh ke dil khush ho gaya! Saving money ab se 💸. #TechLover 📱",non_sarcastic
Behenchod 5 din se Amazon ka parcel ‘out for delivery’ hai. Delivery boy ko Mars pe jaana tha kya? 🚀 #PatienceTest,sarcastic
Monsoon mein chai aur pakode >>>>>>>> ❤️. Perfect weather for masti! #RainyDays,non_sarcastic
"Waah Modiji waah! Petrol price ₹200/litre, ab toh cycle se bhi ghareeb honge. #AccheDin 😂",sarcastic
"Bhaiya ji ne roadside momos khilaye, zindagi ki best ₹20 spend thi! 🥟 #StreetFoodGoals",non_sarcastic
Insta pe crush ne story like kar di! Dopamine level 📈. #SmallWins 💘,non_sarcastic
Arre ‘work-life balance’ ka matlab pata chala: boss 9PM tak WhatsApp kare. Maza aa gaya! 😍 #CorporateSlave,sarcastic
Gharwalo ne finally PS5 diya! Ab toh life set hai 🎮. #GamerBoy,non_sarcastic
Yaar Monday morning meeting mein ‘productivity tips’ sunne ka plan? BC coffee peene do bas. 😴 #CorporateGyaan,sarcastic
Malai toast aur garam chai on a rainy day >>>>>>>> life sorted! ☔️ #MumbaiRains,non_sarcastic
Waah Didi! Kolkata traffic ka solution: flyover ke upar flyover. Genius! 🚗💨 #AsoolMentality,sarcastic
BFF ne surprise gift diya—Starbucks tumbler! Bestie goals fr ❤️ #FriendshipDay,non_sarcastic
"Arre Zomato delivery boy ne 1hr se location share kiya hai, par bhai udta teer leke aa raha hai lagta hai. 🏹 #HungryAF",sarcastic
New Lenskart glasses arrived! Finally duniya saaf dikhegi 😎 #EyesightSaviour,non_sarcastic
Chal bey ‘eco-friendly’ India! Plastic ban ke baad paper straws doob gaye Pepsi mein. 😂 #SaveTheTurtles,sarcastic
Papa ne Diwali bonus diya—shopping spree time! 🛍️ #DaughterPrivilege,non_sarcastic
"Behenchod 3 saal se ITR file kar raha hun, ab tak refund nahi aaya. Tax bharo, desh badho! 🇮🇳 #AchheDin",sarcastic
Ranbir-Alia ki wedding pics dekh ke ro diya yaar 😭❤️ #CoupleGoals,non_sarcastic
"Lodu company WFH cancel karke ‘team bonding’ ke liye office bulayi hai. AC nahi chal raha, bonding ho rahi hai paseene se. 💦 #Heatwave",sarcastic
"Gym ka 1 month complete! Abs dikhenge ya nahi, par khana toh double khaya hai 🍗💪 #FitnessJourney",non_sarcastic
Aiyyo Swiggy Genie waley bhaiya ne saman girwa diya. Par ‘customer is god’ hai na? 🙏 #ServiceWithASmile,sarcastic
Colleague ne birthday pe homemade cake banaya! So sweet yaar 🎂 #OfficeLove,non_sarcastic
Bhai IPL mein 10 crore ka player out ho gaya zero pe. Paisa barbaad! 🏏 #CricketOverReality,sarcastic
Monsoon mein Goa trip plan kiya! Beach + rain = perfect combo 🌊 #VacationMode,non_sarcastic
"Chutiya banaya hai! ‘Unlimited storage’ ka matlab 5MB/day? Google bhai, thoda toh socho. 🧠 #TechFail",sarcastic
Met my school friends after 5 years! Old memories + new gossip = best day ever 🥹 #SquadGoals,non_sarcastic
Arre traffic police uncle ne signal jump kiya toh challan kat diya. Par unki gaadi toh khud VIP number pe thi! 🚔 #Hypocrisy,sarcastic
New earphones bought—bass bohot hard hai! Music lover’s dream 🎧 #SoundHeaven,non_sarcastic
"BC metro mein ‘silent zone’ ka board hai, par aunty ji ka phone baja raha hai ‘Kala Chashma’ remix. 🤫 #PublicTransport",sarcastic
Mom made paneer butter masala today—heaven on a plate! 🧈 #FoodieLife,non_sarcastic
Waah Modi ji! GST on daal-chawal bhi 18%? Garib ko khana bhi luxury bana diya. 👏 #InflationKing,sarcastic
First salary se parents ko gift diya! Feeling proud 😊 #AdultingWins,non_sarcastic
Bhenchod Ola driver 2km dur se ‘1 minute away’ dikha raha hai. Time machine hai kya? ⏳ #CabLogic,sarcastic
LinkedIn pe recruiter ne message kiya! Finally dream job milega? 🤞 #CareerHopeful,non_sarcastic
"Arey boss ne appraisal mein 2% increment diya. Bahut udaas hoon, Porsche nahi khareed paunga. 😢 #StruggleStory",sarcastic
Puppy adopted today! Cutest lil furball ever 🐾 #DogMom,non_sarcastic
Yaar ‘healthy relationship’ ka matlab pata chala: 3 days se reply nahi aaya. Mast hai! 💔 #SingleForever,sarcastic
Trekking trip ka plan fixed! Mountains here I come 🏔️ #AdventureTime,non_sarcastic
"Online classes mein attendance lagayi, bhai full padhaai vibe hai, chutiya kat raha hai! 😂",sarcastic
"Friend ne IIT crack kiya, ab toh life set hai yaar! 🔥",non_sarcastic
"Girlfriend boli I love you, dil se dil tak jaati hai baat! ❤️",non_sarcastic
"Ex ne message kiya, ab toh zindagi jannat ban jayegi, bhenchod! 😒",sarcastic
"Boss ne promotion diya, pura office jealous hai! 💪",non_sarcastic
"Overtime karwaya, salary bhi nahi badha, madarchod boss ka plan full tight hai! 💼",sarcastic
"Colleague ne coffee banayi, din ban gaya yaar! ☕",non_sarcastic
"Team meeting mein presentation diya, sab bole wah, chutiya log ke wah! 😂",sarcastic
"Shaadi mein bhai ne dance kiya, full dhamaka ho gaya! 💃",non_sarcastic
"Boyfriend ne date cancel kiya, kitna pyar dikh raha hai, bhenchod! 😡",sarcastic
"Nayi app launch hui, ab toh phone ka baap ban jayega! 📱",sarcastic
"Ghar pe Wi-Fi fix hua, ab toh Netflix marathon pakka! 🎬",non_sarcastic
"Restaurant ka khana khaaya, bhai taste mein dum hai! 🍛",non_sarcastic
"Street food try kiya, pet mein bomb phat gaya, madarchod quality! 🤢",sarcastic
"Barish mein bike chalaayi, pura filmy scene ban gaya! 🌧️",non_sarcastic
"Garmi mein bijli gayi, AC ka sapna toot gaya, chutiya zindagi! 😓",sarcastic
"New gadget order kiya, delivery time pe aa gaya! 📦",non_sarcastic
"Phone ka update kiya, ab toh speed ka baap ban gaya, bhenchod! 😂",sarcastic
"Mom ne biryani banayi, swaad dil tak gaya! 🍲",non_sarcastic
"Monsoon mein roads dekh ke, swimming pool ka mazza aa raha hai! 🏊",sarcastic
"Netaji ka speech suna, ab toh desh ka har problem solve ho jayega! 😂",sarcastic
"Local park ban gaya, ab toh subah workout pakka! 🌳",non_sarcastic
"India ne toss jeeta, match toh ab haath mein hai! 🏏",non_sarcastic
"Team ka bowling dekh ke, World Cup haarna confirm hai, chutiya khel! 😒",sarcastic
"Dost ke saath chai peeni hui, dil khush ho gaya! 🍵",non_sarcastic
"Traffic mein 2 ghante phasa, ab toh car mein hi ghar basa lunga, madarchod! 🚗",sarcastic
"Election mein vote diya, change toh aayega hi! ✊",non_sarcastic
"Politician ne promise kiya, ab toh roz gold milega, bhenchod! 💰",sarcastic
"Cricket match live dekha, dil jeet liya team ne! 🇮🇳",non_sarcastic
"Morning walk pe gaya, pura fresh feel ho raha hai, chutiya log chillate hai! 😤",sarcastic
"Twitter pe debate dekha, sab Einstein ban gaye hai, madarchod! 😂",sarcastic
"Friend ka reel viral hua, ab toh star ban gaya! ⭐",non_sarcastic
"Online sale mein shirt li, quality top-notch hai! 👕",non_sarcastic
"Shopping karke thak gaya, paisa toh udd gaya, bhenchod delivery late! 😡",sarcastic
"Diwali pe lights lagayi, ghar jannat lag raha hai! ✨",non_sarcastic
"Festival mein crowd dekha, social distancing ka baap lag raha hai! 😂",sarcastic
"Insta pe post daali, likes ki baarish ho gayi! 📸",non_sarcastic
"Influencer ka advice suna, ab toh life perfect ho jayegi, chutiya tips! 😒",sarcastic
"Holi pe bhang piya, maza double ho gaya! 🌈",non_sarcastic
"Eid pe mithai khayi, ab toh diet ka plan flop hai, madarchod! 🍬",sarcastic
"Gym mein 10 push-ups kiye, ab toh bodybuilder ban gaya, bhenchod! 😂",sarcastic
"Yoga se din shuru kiya, pura calm feel ho raha hai! 🧘",non_sarcastic
"Guitar bajaya, dil aur dimaag dono khush! 🎸",non_sarcastic
"Game mein noob se haar gaya, pro gamer ka sapna toot gaya, chutiya lag! 🎮",sarcastic
"Dost ne trip plan kiya, ab toh weekend sorted hai! 🏞️",non_sarcastic
"Bus mein safar kiya, luxury ka baap experience tha, madarchod! 🚍",sarcastic
"Pet ko treat diya, pizza kha ke dil khush! 🍕",non_sarcastic
"Doctor ne check-up kiya, ab toh 100 saal jiyunga, bhenchod! 💉",sarcastic
"Bhai ne car mod kiya, ab toh road pe dhoom machayega! 🚘",non_sarcastic
"Lockdown mein productivity badha, pura kaam postpone ho gaya, chutiya life! 😴",sarcastic
Madarchod 5G launch hua par speed toh 2G jaisi hai. Kya faida? 😂 #TechRevolution,sarcastic
Bhosdike CA finals ke result ne zindagi ki gaand maar di. Ab rickshaw chalaunga! 📉 #StudentLife,sarcastic
"Lund gym membership liya, 2 din mein motivation chud gaya. Body banegi ya bakchodi? 💪😒",sarcastic
Abe Karan Johar ki movie dekh ke dimag ka dahi ho gaya. ‘Emotional’ matlab? 🤮 #BollywoodCringe,sarcastic
Gaandu traffic police ne signal jump karke khud VIP gaadi overtake ki. Sabhse bada chor! 🚦 #Hypocrisy,sarcastic
Chutiye Flipkart sale mein ‘discount’ deke MRP badha diya. Jhant ka offer! 🤑 #Scam2023,sarcastic
"Behen ke laude petrol ₹200/litre, ab scooter bhi luxury hogaya. #AchheDin 😍",sarcastic
Bhadwe interviewer ne 3rd round ke baad ‘culture fit nahi ho’ bola. Maa ki chut tere culture ki! 👔 #JobHunt,sarcastic
Randibaaz influencer ne detox tea bechke Porsche kharidi. Chutiyapa ka franchise! 💸 #ScamAlert,sarcastic
Lawde college fest mein ‘DJ night’ ke naam pe gaon ke bhajan bajaye. Bohot hard! 🎧 #Fail,sarcastic
Teri maa ka Ola driver 10km door le gaya. Paisa vasool trip! 🚗💨 #Adventure,sarcastic
Chutmarike Zomato walon ne biryani mein chuha dala? Swiggy zindabad! 🐀 #FoodHorror,sarcastic
"Bhen ke lund monsoon mein drain overflow, BMC ne crocodile daal diye kya? 🐊 #MumbaiFloods",sarcastic
Gandu boss ne team lunch ke paise cut kar liye. Kothi bangle waali generosity! 🍔 #CorporateGhotala,sarcastic
"Madarchod Diwali patakhe ban, pollution ban. Parivartan toh hum karenge! 🌫️ #EcoHypocrite",sarcastic
Lodu boyfriend ne breakup ke liye ‘vibes match nahi’ bola. Vibe teri maa ki! 💔 #SingleAgain,sarcastic
Bhosdiwale doctor ne 10min mein 10 tests prescribe kar diye. Commission ki bhook! 🏥 #MedicalMafia,sarcastic
"Chutad politician ne free WiFi ka promise kiya, ab tower bhi nahi hai. Digital India! 📶 #ElectionJumla",sarcastic
Gaand mein dam nahi par gym selfie daalne ka ghamand hai. 💀 #FakeFitness,sarcastic
Tatte saale Netflix ne price badhaya aur content ghatiya hai. PirateBay zindabad! 🏴☠️ #Overrated,sarcastic
Bhadwa builder ne 3BHK ka naam pe pigeonhole diya. Paisa phenk ke samundar mein kood! 🏗️ #RealEstateScam,sarcastic
Chutiya dost ne ‘startup idea’ bataya: WhatsApp forward se meme sell karna. Shark Tank here we come! 🦈 #BusinessGuru,sarcastic
"Maa ki chut IAS papa ne engineering karne ko bola. Ab gaali khata hun, shaan toh hai! 🎓 #ParentalPressure",sarcastic
Lund jaisa haircut deke barber ne ₹500 liye. Style toh bhootni ka hai! 💇♂️ #Fail,sarcastic
"Bhosdike boss ne WFH cancel karke ‘fun Monday’ bola. AC broke, paseena fun! 💦 #CorporateTorture",sarcastic
"New iPhone launch today! Saving since 2 years, finally khareed liya 📱❤️ #GadgetLover",non_sarcastic
Maa ke haath ka rajma chawal >>>>>>>> 🍛 Life’s greatest blessing! #HomeFood,non_sarcastic
Promotion mil gaya! Hard work pays off 🥳 #CareerGrowth,non_sarcastic
Bestie surprise visit karke cake laayi—feeling loved 🎂💕 #FriendshipGoals,non_sarcastic
Trekked Triund solo! Views + solitude = soul therapy 🏔️✨ #MountainMagic,non_sarcastic
New job offer with 50% hike! Finally switching 🚀 #NewBeginnings,non_sarcastic
Dadi’s 80th birthday—family reunion after 5 years 😭❤️ #FamilyFirst,non_sarcastic
Adopted a stray pup today! Naam rakha ‘Buddy’ 🐶 #DogDad,non_sarcastic
Caught sunrise at Marine Drive 🌅 Perfect start to the day! #MumbaiDiaries,non_sarcastic
First salary se parents ko Europe trip diya! Proud moment ✈️ #AdultingWin,non_sarcastic
3 years sober today! 🎉 #RecoveryJourney,non_sarcastic
Proposal at Gateway of India! Said YES 💍😭 #Engaged,non_sarcastic
Published my first poetry book! Dreams do come true 📖 #AuthorLife,non_sarcastic
Nani ke sath TikTok banaya—viral ho gaya! 😂👵 #GenZMeetsBoomer,non_sarcastic
Cycled 50km for charity! Legs dead but heart full ❤️ #FitnessForACause,non_sarcastic
Discovered hidden café with amazing cold brew ☕️ #CoffeeAddict,non_sarcastic
Met SRK at Mumbai airport! Fanboy moment achieved 🌟 #ShahRukhLove,non_sarcastic
BFF aur maine startup launch kiya! Nervous but excited 🚀 #EntrepreneurLife,non_sarcastic
Learned guitar during lockdown—first gig today! 🎸 #Rockstar,non_sarcastic
Maa ne handmade sweater banayi winters ke liye 🧣🥰 #MomLove,non_sarcastic
Won inter-college debate competition! Trophy leke ghar gaya 🏆 #NerdWin,non_sarcastic
First salary se khudko PS5 gift diya! Childhood dream complete 🎮 #GamerLife,non_sarcastic
Reached 10k followers on Insta! Grateful for the love 💫 #InfluencerJourney,non_sarcastic
Survived 3-day Goa trip with 5k budget! Beaches + friends = priceless 🏖️ #BudgetTravel,non_sarcastic
Proposal ka plan ready—kal poochunga crush ko! 🤞💐 #WishMeLuck,non_sarcastic
Bhai ka breakup hua hai toh poora mohalla sad playlist sun raha hai. Yaar headphones le le mere dost! 🎧😭,sarcastic
"Finally Goa tickets booked, ab bas zindagi ko slow-motion mein enjoy karna hai. 🏖️✈️",non_sarcastic
"Customer care wale bhaiya mujhe 'sir' bol rahe hain aur saath hi saath kaam bhi nahi kar rahe. Wah bc, respect toh hai! 📞😂",sarcastic
Kal se cooking classes join kar raha hoon. Maggi aur chai ke alawa bhi kuch seekh loon finally! 🍳👌,non_sarcastic
Ye influencers subah 5 baje uth kar productivity hacks dete hain. Mujhse toh subah 9 baje bhi toothpaste ka dhakkan nahi khulta! 😴🤡,sarcastic
"Aaj bike ki servicing karayi, ab butter ki tarah chal rahi hai—mazaa aa gaya ride mein! 🏍️🔥",non_sarcastic
Office wale mandatory fun activities karate hain jaise jabardasti ki shaadi kara rahe ho. Bhai bc nahi aana mujhe! 😒🏢,sarcastic
"Aaj Netflix pe Korean drama start kiya, yaar addiction next level hai iska toh! 🎬😍",non_sarcastic
"Parlor wali aunty bole 'beta waxing mein dard nahi hoga.' Haan aunty, meri cheekh toh khushi mein nikli thi! 😑👻",sarcastic
"Bike chalate hue helmet pehna karo, swag kam hoga par jaan safe rahegi! 🚲🪖 #SafetyFirst",non_sarcastic
"Bhai shaadi ki photo daal ke caption likh raha hai 'game over.' Toh bc invite kyun kar raha hai, mujhe spectator banna hai kya? 💍🤣",sarcastic
Today got my first tattoo done. Feeling badass af! 😎🖋️ #InkLife,non_sarcastic
Pizza order karne wale bhaiya toppings aise count karte hain jaise apne ghar se laga rahe ho. Thoda cheese extra dal do bhai! 🍕🥲,sarcastic
"Aaj yoga try kiya, body mein ajeeb si flexibility aa gayi hai yaar. Recommended! 🧘‍♀️🌟",non_sarcastic
"Kuch log har baat pe 'I’m fine' bolte hain jaise Oscars mein acting kar rahe ho. Thoda chill maaro, sabko pata hai depression hai! 🎭😂",sarcastic
"Today I resigned from my toxic job, bc peace finally! 🙌😇 #SelfLove",non_sarcastic
"Jo dost bolte hain 'party dega,' woh saale pehle bhaagte hain jab bill aata hai. Friendship OP hai! 🍻😒",sarcastic
"Finally ghar par Wi-Fi upgrade kiya hai, duniya HD mein dikhti hai ab toh. 🌐💯",non_sarcastic
News channels debate mein sab ek saath chilla rahe hote hain. Bhai bc WWE hai kya yeh? 🤼‍♂️📺,sarcastic
"Evening walk ke baad momos khaane ka mazaa hi alag hai. Health bhi, taste bhi! 🚶🥟",non_sarcastic
